| Epoch: 001 | Train Loss: 0.397 | Val. Loss: 0.220 | Val. Accuracy:  93.350 | offline updates:   0.327 | online udpates:  99.673 |
| Epoch: 002 | Train Loss: 0.215 | Val. Loss: 0.219 | Val. Accuracy:  94.200 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 003 | Train Loss: 0.196 | Val. Loss: 0.201 | Val. Accuracy:  94.410 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 004 | Train Loss: 0.190 | Val. Loss: 0.217 | Val. Accuracy:  94.540 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 005 | Train Loss: 0.186 | Val. Loss: 0.252 | Val. Accuracy:  94.300 | offline updates:   0.016 | online udpates:  99.984 |
| Epoch: 006 | Train Loss: 0.187 | Val. Loss: 0.241 | Val. Accuracy:  94.230 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 007 | Train Loss: 0.183 | Val. Loss: 0.254 | Val. Accuracy:  94.100 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 008 | Train Loss: 0.177 | Val. Loss: 0.256 | Val. Accuracy:  94.570 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 009 | Train Loss: 0.171 | Val. Loss: 0.254 | Val. Accuracy:  94.500 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 010 | Train Loss: 0.174 | Val. Loss: 0.260 | Val. Accuracy:  94.930 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 011 | Train Loss: 0.165 | Val. Loss: 0.292 | Val. Accuracy:  94.280 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 012 | Train Loss: 0.168 | Val. Loss: 0.277 | Val. Accuracy:  95.020 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 013 | Train Loss: 0.164 | Val. Loss: 0.276 | Val. Accuracy:  94.220 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 014 | Train Loss: 0.160 | Val. Loss: 0.288 | Val. Accuracy:  94.030 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 015 | Train Loss: 0.165 | Val. Loss: 0.306 | Val. Accuracy:  94.930 | offline updates:   0.029 | online udpates:  99.971 |
| Epoch: 016 | Train Loss: 0.161 | Val. Loss: 0.267 | Val. Accuracy:  95.230 | offline updates:   0.069 | online udpates:  99.931 |
| Epoch: 017 | Train Loss: 0.152 | Val. Loss: 0.285 | Val. Accuracy:  95.090 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 018 | Train Loss: 0.155 | Val. Loss: 0.311 | Val. Accuracy:  95.100 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 019 | Train Loss: 0.151 | Val. Loss: 0.282 | Val. Accuracy:  95.090 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 020 | Train Loss: 0.150 | Val. Loss: 0.287 | Val. Accuracy:  94.560 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 021 | Train Loss: 0.153 | Val. Loss: 0.308 | Val. Accuracy:  94.780 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 022 | Train Loss: 0.154 | Val. Loss: 0.324 | Val. Accuracy:  95.130 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 023 | Train Loss: 0.147 | Val. Loss: 0.353 | Val. Accuracy:  94.650 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 024 | Train Loss: 0.146 | Val. Loss: 0.370 | Val. Accuracy:  94.860 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 025 | Train Loss: 0.144 | Val. Loss: 0.398 | Val. Accuracy:  94.620 | offline updates:   0.000 | online udpates: 100.000 |
