| Epoch: 001 | Train Loss: 2.496 | Val. Loss: 1.908 | Val. Accuracy:  87.130 | offline updates:  33.393 | online udpates:  66.607 |
| Epoch: 002 | Train Loss: 2.679 | Val. Loss: 2.195 | Val. Accuracy:  88.520 | offline updates:  34.299 | online udpates:  65.701 |
| Epoch: 003 | Train Loss: 2.796 | Val. Loss: 2.712 | Val. Accuracy:  87.230 | offline updates:  34.176 | online udpates:  65.824 |
| Epoch: 004 | Train Loss: 2.828 | Val. Loss: 5.063 | Val. Accuracy:  80.110 | offline updates:  33.559 | online udpates:  66.441 |
| Epoch: 005 | Train Loss: 2.969 | Val. Loss: 2.870 | Val. Accuracy:  86.940 | offline updates:  36.370 | online udpates:  63.630 |
| Epoch: 006 | Train Loss: 2.976 | Val. Loss: 2.259 | Val. Accuracy:  89.380 | offline updates:  37.802 | online udpates:  62.198 |
| Epoch: 007 | Train Loss: 2.833 | Val. Loss: 2.766 | Val. Accuracy:  87.400 | offline updates:  29.776 | online udpates:  70.224 |
| Epoch: 008 | Train Loss: 2.953 | Val. Loss: 2.162 | Val. Accuracy:  90.290 | offline updates:  35.465 | online udpates:  64.535 |
| Epoch: 009 | Train Loss: 2.922 | Val. Loss: 3.343 | Val. Accuracy:  85.900 | offline updates:  32.729 | online udpates:  67.271 |
| Epoch: 010 | Train Loss: 2.882 | Val. Loss: 2.144 | Val. Accuracy:  91.520 | offline updates:  31.911 | online udpates:  68.089 |
| Epoch: 011 | Train Loss: 2.962 | Val. Loss: 2.839 | Val. Accuracy:  87.660 | offline updates:  36.917 | online udpates:  63.083 |
| Epoch: 012 | Train Loss: 3.031 | Val. Loss: 2.891 | Val. Accuracy:  88.280 | offline updates:  37.948 | online udpates:  62.052 |
| Epoch: 013 | Train Loss: 2.879 | Val. Loss: 2.562 | Val. Accuracy:  89.290 | offline updates:  31.462 | online udpates:  68.538 |
| Epoch: 014 | Train Loss: 3.029 | Val. Loss: 2.530 | Val. Accuracy:  89.440 | offline updates:  39.749 | online udpates:  60.251 |
| Epoch: 015 | Train Loss: 3.001 | Val. Loss: 2.768 | Val. Accuracy:  89.170 | offline updates:  35.642 | online udpates:  64.358 |
| Epoch: 016 | Train Loss: 2.846 | Val. Loss: 3.015 | Val. Accuracy:  87.380 | offline updates:  32.740 | online udpates:  67.260 |
| Epoch: 017 | Train Loss: 3.028 | Val. Loss: 3.372 | Val. Accuracy:  87.200 | offline updates:  39.078 | online udpates:  60.922 |
| Epoch: 018 | Train Loss: 2.879 | Val. Loss: 3.777 | Val. Accuracy:  85.160 | offline updates:  29.754 | online udpates:  70.246 |
| Epoch: 019 | Train Loss: 2.966 | Val. Loss: 2.476 | Val. Accuracy:  90.690 | offline updates:  34.474 | online udpates:  65.526 |
| Epoch: 020 | Train Loss: 3.167 | Val. Loss: 2.491 | Val. Accuracy:  90.430 | offline updates:  40.888 | online udpates:  59.112 |
| Epoch: 021 | Train Loss: 3.025 | Val. Loss: 2.668 | Val. Accuracy:  89.960 | offline updates:  32.299 | online udpates:  67.701 |
| Epoch: 022 | Train Loss: 3.047 | Val. Loss: 2.948 | Val. Accuracy:  88.470 | offline updates:  37.129 | online udpates:  62.871 |
| Epoch: 023 | Train Loss: 2.914 | Val. Loss: 3.888 | Val. Accuracy:  85.230 | offline updates:  33.472 | online udpates:  66.528 |
| Epoch: 024 | Train Loss: 3.049 | Val. Loss: 4.211 | Val. Accuracy:  84.200 | offline updates:  37.401 | online udpates:  62.599 |
| Epoch: 025 | Train Loss: 2.988 | Val. Loss: 2.967 | Val. Accuracy:  89.450 | offline updates:  33.964 | online udpates:  66.036 |
