| Epoch: 001 | Train Loss: 0.773 | Val. Loss: 0.518 | Val. Accuracy:  82.050 | offline updates:   1.371 | online udpates:  98.629 |
| Epoch: 002 | Train Loss: 0.425 | Val. Loss: 0.357 | Val. Accuracy:  88.930 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 003 | Train Loss: 0.348 | Val. Loss: 0.303 | Val. Accuracy:  90.510 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 004 | Train Loss: 0.298 | Val. Loss: 0.276 | Val. Accuracy:  91.120 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 005 | Train Loss: 0.257 | Val. Loss: 0.232 | Val. Accuracy:  92.940 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 006 | Train Loss: 0.235 | Val. Loss: 0.252 | Val. Accuracy:  92.010 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 007 | Train Loss: 0.216 | Val. Loss: 0.236 | Val. Accuracy:  92.370 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 008 | Train Loss: 0.200 | Val. Loss: 0.193 | Val. Accuracy:  93.740 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 009 | Train Loss: 0.185 | Val. Loss: 0.194 | Val. Accuracy:  93.930 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 010 | Train Loss: 0.178 | Val. Loss: 0.179 | Val. Accuracy:  94.660 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 011 | Train Loss: 0.172 | Val. Loss: 0.196 | Val. Accuracy:  93.930 | offline updates:   0.061 | online udpates:  99.939 |
| Epoch: 012 | Train Loss: 0.162 | Val. Loss: 0.204 | Val. Accuracy:  93.900 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 013 | Train Loss: 0.154 | Val. Loss: 0.179 | Val. Accuracy:  94.740 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 014 | Train Loss: 0.150 | Val. Loss: 0.158 | Val. Accuracy:  95.300 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 015 | Train Loss: 0.143 | Val. Loss: 0.157 | Val. Accuracy:  95.110 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 016 | Train Loss: 0.135 | Val. Loss: 0.180 | Val. Accuracy:  94.250 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 017 | Train Loss: 0.130 | Val. Loss: 0.164 | Val. Accuracy:  95.430 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 018 | Train Loss: 0.126 | Val. Loss: 0.143 | Val. Accuracy:  95.660 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 019 | Train Loss: 0.124 | Val. Loss: 0.138 | Val. Accuracy:  96.090 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 020 | Train Loss: 0.124 | Val. Loss: 0.155 | Val. Accuracy:  95.550 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 021 | Train Loss: 0.119 | Val. Loss: 0.153 | Val. Accuracy:  95.720 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 022 | Train Loss: 0.118 | Val. Loss: 0.156 | Val. Accuracy:  95.530 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 023 | Train Loss: 0.113 | Val. Loss: 0.123 | Val. Accuracy:  96.490 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 024 | Train Loss: 0.111 | Val. Loss: 0.144 | Val. Accuracy:  95.960 | offline updates:   0.457 | online udpates:  99.543 |
| Epoch: 025 | Train Loss: 0.109 | Val. Loss: 0.146 | Val. Accuracy:  95.940 | offline updates:   0.000 | online udpates: 100.000 |
