| Epoch: 001 | Train Loss: 0.831 | Val. Loss: 0.494 | Val. Accuracy:  82.540 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 002 | Train Loss: 0.445 | Val. Loss: 0.352 | Val. Accuracy:  89.140 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 003 | Train Loss: 0.361 | Val. Loss: 0.322 | Val. Accuracy:  89.900 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 004 | Train Loss: 0.315 | Val. Loss: 0.310 | Val. Accuracy:  89.990 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 005 | Train Loss: 0.273 | Val. Loss: 0.244 | Val. Accuracy:  92.910 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 006 | Train Loss: 0.246 | Val. Loss: 0.194 | Val. Accuracy:  94.220 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 007 | Train Loss: 0.231 | Val. Loss: 0.210 | Val. Accuracy:  93.670 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 008 | Train Loss: 0.210 | Val. Loss: 0.167 | Val. Accuracy:  94.890 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 009 | Train Loss: 0.192 | Val. Loss: 0.187 | Val. Accuracy:  94.230 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 010 | Train Loss: 0.181 | Val. Loss: 0.170 | Val. Accuracy:  94.900 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 011 | Train Loss: 0.175 | Val. Loss: 0.189 | Val. Accuracy:  94.090 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 012 | Train Loss: 0.164 | Val. Loss: 0.149 | Val. Accuracy:  95.510 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 013 | Train Loss: 0.158 | Val. Loss: 0.155 | Val. Accuracy:  95.400 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 014 | Train Loss: 0.151 | Val. Loss: 0.182 | Val. Accuracy:  94.610 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 015 | Train Loss: 0.145 | Val. Loss: 0.143 | Val. Accuracy:  95.680 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 016 | Train Loss: 0.147 | Val. Loss: 0.149 | Val. Accuracy:  95.320 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 017 | Train Loss: 0.137 | Val. Loss: 0.174 | Val. Accuracy:  94.510 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 018 | Train Loss: 0.133 | Val. Loss: 0.147 | Val. Accuracy:  95.590 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 019 | Train Loss: 0.134 | Val. Loss: 0.134 | Val. Accuracy:  96.120 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 020 | Train Loss: 0.131 | Val. Loss: 0.149 | Val. Accuracy:  95.590 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 021 | Train Loss: 0.121 | Val. Loss: 0.165 | Val. Accuracy:  95.090 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 022 | Train Loss: 0.121 | Val. Loss: 0.142 | Val. Accuracy:  95.750 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 023 | Train Loss: 0.123 | Val. Loss: 0.171 | Val. Accuracy:  95.080 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 024 | Train Loss: 0.118 | Val. Loss: 0.191 | Val. Accuracy:  94.540 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 025 | Train Loss: 0.117 | Val. Loss: 0.122 | Val. Accuracy:  96.520 | offline updates:   0.000 | online udpates: 100.000 |
