| Epoch: 001 | Train Loss: 0.532 | Val. Loss: 0.330 | Val. Accuracy:  90.280 | offline updates:   0.864 | online udpates:  99.136 |
| Epoch: 002 | Train Loss: 0.346 | Val. Loss: 0.315 | Val. Accuracy:  90.980 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 003 | Train Loss: 0.334 | Val. Loss: 0.345 | Val. Accuracy:  89.670 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 004 | Train Loss: 0.323 | Val. Loss: 0.308 | Val. Accuracy:  90.980 | offline updates:   0.053 | online udpates:  99.947 |
| Epoch: 005 | Train Loss: 0.320 | Val. Loss: 0.313 | Val. Accuracy:  91.120 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 006 | Train Loss: 0.316 | Val. Loss: 0.326 | Val. Accuracy:  90.510 | offline updates:   0.178 | online udpates:  99.822 |
| Epoch: 007 | Train Loss: 0.313 | Val. Loss: 0.317 | Val. Accuracy:  91.230 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 008 | Train Loss: 0.311 | Val. Loss: 0.325 | Val. Accuracy:  90.430 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 009 | Train Loss: 0.308 | Val. Loss: 0.324 | Val. Accuracy:  90.810 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 010 | Train Loss: 0.306 | Val. Loss: 0.312 | Val. Accuracy:  91.560 | offline updates:   0.532 | online udpates:  99.468 |
| Epoch: 011 | Train Loss: 0.306 | Val. Loss: 0.329 | Val. Accuracy:  90.890 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 012 | Train Loss: 0.304 | Val. Loss: 0.308 | Val. Accuracy:  91.440 | offline updates:   0.086 | online udpates:  99.914 |
| Epoch: 013 | Train Loss: 0.302 | Val. Loss: 0.332 | Val. Accuracy:  90.500 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 014 | Train Loss: 0.301 | Val. Loss: 0.307 | Val. Accuracy:  91.380 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 015 | Train Loss: 0.299 | Val. Loss: 0.311 | Val. Accuracy:  91.460 | offline updates:   1.417 | online udpates:  98.583 |
| Epoch: 016 | Train Loss: 0.298 | Val. Loss: 0.332 | Val. Accuracy:  90.780 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 017 | Train Loss: 0.298 | Val. Loss: 0.310 | Val. Accuracy:  91.600 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 018 | Train Loss: 0.296 | Val. Loss: 0.324 | Val. Accuracy:  91.370 | offline updates:   0.343 | online udpates:  99.657 |
| Epoch: 019 | Train Loss: 0.295 | Val. Loss: 0.310 | Val. Accuracy:  91.370 | offline updates:   0.058 | online udpates:  99.942 |
| Epoch: 020 | Train Loss: 0.295 | Val. Loss: 0.312 | Val. Accuracy:  91.280 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 021 | Train Loss: 0.294 | Val. Loss: 0.325 | Val. Accuracy:  90.830 | offline updates:   0.149 | online udpates:  99.851 |
| Epoch: 022 | Train Loss: 0.293 | Val. Loss: 0.320 | Val. Accuracy:  91.180 | offline updates:   0.842 | online udpates:  99.158 |
| Epoch: 023 | Train Loss: 0.293 | Val. Loss: 0.314 | Val. Accuracy:  91.210 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 024 | Train Loss: 0.292 | Val. Loss: 0.330 | Val. Accuracy:  90.830 | offline updates:   0.090 | online udpates:  99.910 |
| Epoch: 025 | Train Loss: 0.293 | Val. Loss: 0.326 | Val. Accuracy:  90.950 | offline updates:   0.000 | online udpates: 100.000 |
