| Epoch: 001 | Train Loss: 1.619 | Val. Loss: 2.017 | Val. Accuracy:  29.830 | offline updates:   3.787 | online udpates:  96.213 |
| Epoch: 002 | Train Loss: 2.455 | Val. Loss: 3.537 | Val. Accuracy:   9.580 | offline updates:   1.607 | online udpates:  98.393 |
| Epoch: 003 | Train Loss: 3.312 | Val. Loss: 4.850 | Val. Accuracy:   9.740 | offline updates:   0.540 | online udpates:  99.460 |
| Epoch: 004 | Train Loss: 3.394 | Val. Loss: 3.653 | Val. Accuracy:  10.320 | offline updates:   0.258 | online udpates:  99.742 |
| Epoch: 005 | Train Loss: 3.854 | Val. Loss: 3.541 | Val. Accuracy:   9.580 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 006 | Train Loss: 3.742 | Val. Loss: 3.791 | Val. Accuracy:   8.920 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 007 | Train Loss: 3.810 | Val. Loss: 3.629 | Val. Accuracy:   9.820 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 008 | Train Loss: 3.792 | Val. Loss: 4.130 | Val. Accuracy:  10.320 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 009 | Train Loss: 3.804 | Val. Loss: 3.974 | Val. Accuracy:   9.740 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 010 | Train Loss: 3.787 | Val. Loss: 3.348 | Val. Accuracy:   9.820 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 011 | Train Loss: 3.792 | Val. Loss: 3.146 | Val. Accuracy:  10.280 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 012 | Train Loss: 3.774 | Val. Loss: 3.771 | Val. Accuracy:  10.090 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 013 | Train Loss: 3.815 | Val. Loss: 3.656 | Val. Accuracy:   9.800 | offline updates:   0.010 | online udpates:  99.990 |
| Epoch: 014 | Train Loss: 3.779 | Val. Loss: 3.482 | Val. Accuracy:  10.320 | offline updates:   0.895 | online udpates:  99.105 |
| Epoch: 015 | Train Loss: 3.797 | Val. Loss: 3.708 | Val. Accuracy:  10.280 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 016 | Train Loss: 3.897 | Val. Loss: 3.950 | Val. Accuracy:  10.320 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 017 | Train Loss: 3.855 | Val. Loss: 4.013 | Val. Accuracy:  10.320 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 018 | Train Loss: 3.910 | Val. Loss: 3.918 | Val. Accuracy:  10.280 | offline updates:   0.269 | online udpates:  99.731 |
| Epoch: 019 | Train Loss: 3.775 | Val. Loss: 4.169 | Val. Accuracy:   9.580 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 020 | Train Loss: 3.838 | Val. Loss: 3.869 | Val. Accuracy:  10.320 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 021 | Train Loss: 3.922 | Val. Loss: 3.874 | Val. Accuracy:   9.820 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 022 | Train Loss: 3.885 | Val. Loss: 3.907 | Val. Accuracy:   9.580 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 023 | Train Loss: 3.867 | Val. Loss: 4.220 | Val. Accuracy:  10.090 | offline updates:   0.051 | online udpates:  99.949 |
| Epoch: 024 | Train Loss: 3.704 | Val. Loss: 4.704 | Val. Accuracy:  10.100 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 025 | Train Loss: 3.876 | Val. Loss: 3.746 | Val. Accuracy:   9.580 | offline updates:   0.000 | online udpates: 100.000 |
