| Epoch: 001 | Train Loss: 0.506 | Val. Loss: 0.532 | Val. Accuracy:  85.700 | offline updates:  32.140 | online udpates:  67.860 |
| Epoch: 002 | Train Loss: 0.440 | Val. Loss: 0.770 | Val. Accuracy:  80.140 | offline updates:  31.113 | online udpates:  68.887 |
| Epoch: 003 | Train Loss: 0.464 | Val. Loss: 0.347 | Val. Accuracy:  91.360 | offline updates:  38.320 | online udpates:  61.680 |
| Epoch: 004 | Train Loss: 0.442 | Val. Loss: 0.459 | Val. Accuracy:  88.060 | offline updates:  34.764 | online udpates:  65.236 |
| Epoch: 005 | Train Loss: 0.452 | Val. Loss: 0.438 | Val. Accuracy:  89.050 | offline updates:  38.376 | online udpates:  61.624 |
| Epoch: 006 | Train Loss: 0.441 | Val. Loss: 0.491 | Val. Accuracy:  88.190 | offline updates:  36.248 | online udpates:  63.752 |
| Epoch: 007 | Train Loss: 0.434 | Val. Loss: 0.488 | Val. Accuracy:  87.790 | offline updates:  30.368 | online udpates:  69.632 |
| Epoch: 008 | Train Loss: 0.439 | Val. Loss: 0.412 | Val. Accuracy:  90.470 | offline updates:  36.270 | online udpates:  63.730 |
| Epoch: 009 | Train Loss: 0.434 | Val. Loss: 0.593 | Val. Accuracy:  86.480 | offline updates:  36.598 | online udpates:  63.402 |
| Epoch: 010 | Train Loss: 0.432 | Val. Loss: 0.369 | Val. Accuracy:  91.830 | offline updates:  33.712 | online udpates:  66.288 |
| Epoch: 011 | Train Loss: 0.425 | Val. Loss: 0.392 | Val. Accuracy:  90.800 | offline updates:  33.300 | online udpates:  66.700 |
| Epoch: 012 | Train Loss: 0.427 | Val. Loss: 0.497 | Val. Accuracy:  87.440 | offline updates:  31.686 | online udpates:  68.314 |
| Epoch: 013 | Train Loss: 0.426 | Val. Loss: 0.383 | Val. Accuracy:  91.000 | offline updates:  28.403 | online udpates:  71.597 |
| Epoch: 014 | Train Loss: 0.429 | Val. Loss: 0.467 | Val. Accuracy:  89.540 | offline updates:  33.271 | online udpates:  66.729 |
| Epoch: 015 | Train Loss: 0.422 | Val. Loss: 0.412 | Val. Accuracy:  90.840 | offline updates:  31.700 | online udpates:  68.300 |
| Epoch: 016 | Train Loss: 0.426 | Val. Loss: 0.553 | Val. Accuracy:  86.980 | offline updates:  35.401 | online udpates:  64.599 |
| Epoch: 017 | Train Loss: 0.433 | Val. Loss: 0.637 | Val. Accuracy:  85.130 | offline updates:  33.660 | online udpates:  66.340 |
| Epoch: 018 | Train Loss: 0.426 | Val. Loss: 0.484 | Val. Accuracy:  89.510 | offline updates:  31.591 | online udpates:  68.409 |
| Epoch: 019 | Train Loss: 0.431 | Val. Loss: 0.396 | Val. Accuracy:  91.150 | offline updates:  32.579 | online udpates:  67.421 |
| Epoch: 020 | Train Loss: 0.430 | Val. Loss: 0.410 | Val. Accuracy:  90.790 | offline updates:  36.091 | online udpates:  63.909 |
| Epoch: 021 | Train Loss: 0.429 | Val. Loss: 0.374 | Val. Accuracy:  91.790 | offline updates:  37.227 | online udpates:  62.773 |
| Epoch: 022 | Train Loss: 0.430 | Val. Loss: 0.724 | Val. Accuracy:  85.430 | offline updates:  35.553 | online udpates:  64.447 |
| Epoch: 023 | Train Loss: 0.421 | Val. Loss: 0.431 | Val. Accuracy:  89.840 | offline updates:  29.572 | online udpates:  70.428 |
| Epoch: 024 | Train Loss: 0.431 | Val. Loss: 0.652 | Val. Accuracy:  85.760 | offline updates:  35.141 | online udpates:  64.859 |
| Epoch: 025 | Train Loss: 0.423 | Val. Loss: 0.431 | Val. Accuracy:  90.190 | offline updates:  34.722 | online udpates:  65.278 |
