| Epoch: 001 | Train Loss: 0.605 | Val. Loss: 0.472 | Val. Accuracy:  85.630 | offline updates:   0.108 | online udpates:  99.892 |
| Epoch: 002 | Train Loss: 0.454 | Val. Loss: 0.405 | Val. Accuracy:  88.350 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 003 | Train Loss: 0.434 | Val. Loss: 0.415 | Val. Accuracy:  88.310 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 004 | Train Loss: 0.427 | Val. Loss: 0.436 | Val. Accuracy:  87.630 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 005 | Train Loss: 0.419 | Val. Loss: 0.421 | Val. Accuracy:  88.170 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 006 | Train Loss: 0.417 | Val. Loss: 0.430 | Val. Accuracy:  88.760 | offline updates:   0.068 | online udpates:  99.932 |
| Epoch: 007 | Train Loss: 0.413 | Val. Loss: 0.487 | Val. Accuracy:  87.340 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 008 | Train Loss: 0.410 | Val. Loss: 0.386 | Val. Accuracy:  89.650 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 009 | Train Loss: 0.407 | Val. Loss: 0.413 | Val. Accuracy:  88.470 | offline updates:   0.085 | online udpates:  99.915 |
| Epoch: 010 | Train Loss: 0.403 | Val. Loss: 0.384 | Val. Accuracy:  89.680 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 011 | Train Loss: 0.407 | Val. Loss: 0.400 | Val. Accuracy:  89.910 | offline updates:   0.485 | online udpates:  99.515 |
| Epoch: 012 | Train Loss: 0.400 | Val. Loss: 0.496 | Val. Accuracy:  86.830 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 013 | Train Loss: 0.402 | Val. Loss: 0.431 | Val. Accuracy:  89.160 | offline updates:   0.035 | online udpates:  99.965 |
| Epoch: 014 | Train Loss: 0.396 | Val. Loss: 0.443 | Val. Accuracy:  88.190 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 015 | Train Loss: 0.398 | Val. Loss: 0.507 | Val. Accuracy:  87.350 | offline updates:   0.068 | online udpates:  99.932 |
| Epoch: 016 | Train Loss: 0.400 | Val. Loss: 0.395 | Val. Accuracy:  90.250 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 017 | Train Loss: 0.400 | Val. Loss: 0.465 | Val. Accuracy:  87.860 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 018 | Train Loss: 0.396 | Val. Loss: 0.449 | Val. Accuracy:  88.490 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 019 | Train Loss: 0.391 | Val. Loss: 0.375 | Val. Accuracy:  90.750 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 020 | Train Loss: 0.395 | Val. Loss: 0.384 | Val. Accuracy:  90.560 | offline updates:   0.101 | online udpates:  99.899 |
| Epoch: 021 | Train Loss: 0.401 | Val. Loss: 0.405 | Val. Accuracy:  90.110 | offline updates:   0.052 | online udpates:  99.948 |
| Epoch: 022 | Train Loss: 0.396 | Val. Loss: 0.378 | Val. Accuracy:  90.560 | offline updates:   0.077 | online udpates:  99.923 |
| Epoch: 023 | Train Loss: 0.397 | Val. Loss: 0.471 | Val. Accuracy:  87.820 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 024 | Train Loss: 0.391 | Val. Loss: 0.372 | Val. Accuracy:  90.780 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 025 | Train Loss: 0.396 | Val. Loss: 0.422 | Val. Accuracy:  88.840 | offline updates:   0.000 | online udpates: 100.000 |
