| Epoch: 001 | Train Loss: 0.630 | Val. Loss: 0.312 | Val. Accuracy:  90.940 | offline updates:  10.373 | online udpates:  89.627 |
| Epoch: 002 | Train Loss: 0.295 | Val. Loss: 0.237 | Val. Accuracy:  92.960 | offline updates:   9.714 | online udpates:  90.286 |
| Epoch: 003 | Train Loss: 0.226 | Val. Loss: 0.205 | Val. Accuracy:  93.850 | offline updates:  13.120 | online udpates:  86.880 |
| Epoch: 004 | Train Loss: 0.182 | Val. Loss: 0.170 | Val. Accuracy:  94.600 | offline updates:   7.753 | online udpates:  92.247 |
| Epoch: 005 | Train Loss: 0.156 | Val. Loss: 0.144 | Val. Accuracy:  95.600 | offline updates:   8.565 | online udpates:  91.435 |
| Epoch: 006 | Train Loss: 0.137 | Val. Loss: 0.134 | Val. Accuracy:  96.250 | offline updates:   6.245 | online udpates:  93.755 |
| Epoch: 007 | Train Loss: 0.122 | Val. Loss: 0.135 | Val. Accuracy:  95.850 | offline updates:   7.268 | online udpates:  92.732 |
| Epoch: 008 | Train Loss: 0.113 | Val. Loss: 0.132 | Val. Accuracy:  96.110 | offline updates:   4.245 | online udpates:  95.755 |
| Epoch: 009 | Train Loss: 0.104 | Val. Loss: 0.124 | Val. Accuracy:  96.270 | offline updates:   9.065 | online udpates:  90.935 |
| Epoch: 010 | Train Loss: 0.100 | Val. Loss: 0.140 | Val. Accuracy:  95.900 | offline updates:   6.208 | online udpates:  93.792 |
| Epoch: 011 | Train Loss: 0.097 | Val. Loss: 0.138 | Val. Accuracy:  96.160 | offline updates:   8.009 | online udpates:  91.991 |
| Epoch: 012 | Train Loss: 0.090 | Val. Loss: 0.135 | Val. Accuracy:  95.990 | offline updates:   9.294 | online udpates:  90.706 |
| Epoch: 013 | Train Loss: 0.087 | Val. Loss: 0.148 | Val. Accuracy:  95.740 | offline updates:   6.138 | online udpates:  93.862 |
| Epoch: 014 | Train Loss: 0.082 | Val. Loss: 0.133 | Val. Accuracy:  96.320 | offline updates:   4.547 | online udpates:  95.453 |
| Epoch: 015 | Train Loss: 0.079 | Val. Loss: 0.154 | Val. Accuracy:  95.970 | offline updates:   4.126 | online udpates:  95.874 |
| Epoch: 016 | Train Loss: 0.076 | Val. Loss: 0.142 | Val. Accuracy:  96.290 | offline updates:   7.970 | online udpates:  92.030 |
| Epoch: 017 | Train Loss: 0.075 | Val. Loss: 0.132 | Val. Accuracy:  96.790 | offline updates:   4.907 | online udpates:  95.093 |
| Epoch: 018 | Train Loss: 0.071 | Val. Loss: 0.143 | Val. Accuracy:  96.390 | offline updates:   4.210 | online udpates:  95.790 |
| Epoch: 019 | Train Loss: 0.071 | Val. Loss: 0.157 | Val. Accuracy:  96.380 | offline updates:   5.967 | online udpates:  94.033 |
| Epoch: 020 | Train Loss: 0.066 | Val. Loss: 0.147 | Val. Accuracy:  96.430 | offline updates:   8.860 | online udpates:  91.140 |
| Epoch: 021 | Train Loss: 0.065 | Val. Loss: 0.143 | Val. Accuracy:  96.710 | offline updates:   8.397 | online udpates:  91.603 |
| Epoch: 022 | Train Loss: 0.064 | Val. Loss: 0.154 | Val. Accuracy:  96.390 | offline updates:   8.892 | online udpates:  91.108 |
| Epoch: 023 | Train Loss: 0.064 | Val. Loss: 0.164 | Val. Accuracy:  96.350 | offline updates:   4.433 | online udpates:  95.567 |
| Epoch: 024 | Train Loss: 0.061 | Val. Loss: 0.149 | Val. Accuracy:  96.730 | offline updates:   7.980 | online udpates:  92.020 |
| Epoch: 025 | Train Loss: 0.058 | Val. Loss: 0.159 | Val. Accuracy:  96.440 | offline updates:   5.426 | online udpates:  94.574 |
