| Epoch: 001 | Train Loss: 5.157 | Val. Loss: 1.718 | Val. Accuracy:  81.650 | offline updates:  24.523 | online udpates:  75.477 |
| Epoch: 002 | Train Loss: 1.269 | Val. Loss: 0.861 | Val. Accuracy:  77.770 | offline updates:   7.794 | online udpates:  92.206 |
| Epoch: 003 | Train Loss: 1.089 | Val. Loss: 1.469 | Val. Accuracy:  63.680 | offline updates:  22.872 | online udpates:  77.128 |
| Epoch: 004 | Train Loss: 1.559 | Val. Loss: 1.832 | Val. Accuracy:  39.420 | offline updates:  30.341 | online udpates:  69.659 |
| Epoch: 005 | Train Loss: 2.001 | Val. Loss: 2.090 | Val. Accuracy:  24.230 | offline updates:  32.117 | online udpates:  67.883 |
| Epoch: 006 | Train Loss: 1.979 | Val. Loss: 2.066 | Val. Accuracy:  35.510 | offline updates:  24.460 | online udpates:  75.540 |
| Epoch: 007 | Train Loss: 2.216 | Val. Loss: 2.000 | Val. Accuracy:  32.350 | offline updates:  32.186 | online udpates:  67.814 |
| Epoch: 008 | Train Loss: 2.192 | Val. Loss: 2.145 | Val. Accuracy:  24.880 | offline updates:  24.874 | online udpates:  75.126 |
| Epoch: 009 | Train Loss: 2.229 | Val. Loss: 2.451 | Val. Accuracy:  26.090 | offline updates:  19.997 | online udpates:  80.003 |
| Epoch: 010 | Train Loss: 2.412 | Val. Loss: 2.321 | Val. Accuracy:  23.670 | offline updates:  38.134 | online udpates:  61.866 |
| Epoch: 011 | Train Loss: 2.318 | Val. Loss: 2.290 | Val. Accuracy:  25.820 | offline updates:  36.104 | online udpates:  63.896 |
| Epoch: 012 | Train Loss: 2.602 | Val. Loss: 2.818 | Val. Accuracy:  18.080 | offline updates:  36.129 | online udpates:  63.871 |
| Epoch: 013 | Train Loss: 2.841 | Val. Loss: 3.204 | Val. Accuracy:   9.700 | offline updates:  51.429 | online udpates:  48.571 |
| Epoch: 014 | Train Loss: 2.716 | Val. Loss: 2.561 | Val. Accuracy:  10.210 | offline updates:  37.650 | online udpates:  62.350 |
| Epoch: 015 | Train Loss: 2.897 | Val. Loss: 2.507 | Val. Accuracy:  10.330 | offline updates:  26.486 | online udpates:  73.514 |
| Epoch: 016 | Train Loss: 2.986 | Val. Loss: 3.639 | Val. Accuracy:   9.700 | offline updates:  76.744 | online udpates:  23.256 |
| Epoch: 017 | Train Loss: 2.959 | Val. Loss: 3.187 | Val. Accuracy:  10.200 | offline updates:  65.693 | online udpates:  34.307 |
| Epoch: 018 | Train Loss: 2.838 | Val. Loss: 2.608 | Val. Accuracy:  14.780 | offline updates:  47.302 | online udpates:  52.698 |
| Epoch: 019 | Train Loss: 2.816 | Val. Loss: 2.728 | Val. Accuracy:  16.600 | offline updates:  44.554 | online udpates:  55.446 |
| Epoch: 020 | Train Loss: 2.819 | Val. Loss: 2.954 | Val. Accuracy:  14.900 | offline updates:  48.765 | online udpates:  51.235 |
| Epoch: 021 | Train Loss: 2.781 | Val. Loss: 2.747 | Val. Accuracy:  15.640 | offline updates:  27.634 | online udpates:  72.366 |
| Epoch: 022 | Train Loss: 2.774 | Val. Loss: 2.704 | Val. Accuracy:  16.760 | offline updates:  48.604 | online udpates:  51.396 |
| Epoch: 023 | Train Loss: 2.748 | Val. Loss: 2.800 | Val. Accuracy:  15.790 | offline updates:  37.390 | online udpates:  62.610 |
| Epoch: 024 | Train Loss: 2.767 | Val. Loss: 2.460 | Val. Accuracy:  14.020 | offline updates:  30.878 | online udpates:  69.122 |
| Epoch: 025 | Train Loss: 2.814 | Val. Loss: 2.681 | Val. Accuracy:  15.930 | offline updates:  41.195 | online udpates:  58.805 |
