| Epoch: 001 | Train Loss: 0.624 | Val. Loss: 0.324 | Val. Accuracy:  89.880 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 002 | Train Loss: 0.276 | Val. Loss: 0.212 | Val. Accuracy:  93.650 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 003 | Train Loss: 0.200 | Val. Loss: 0.191 | Val. Accuracy:  94.140 | offline updates:   0.528 | online udpates:  99.472 |
| Epoch: 004 | Train Loss: 0.160 | Val. Loss: 0.138 | Val. Accuracy:  95.920 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 005 | Train Loss: 0.137 | Val. Loss: 0.137 | Val. Accuracy:  95.690 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 006 | Train Loss: 0.124 | Val. Loss: 0.144 | Val. Accuracy:  95.720 | offline updates:   0.043 | online udpates:  99.957 |
| Epoch: 007 | Train Loss: 0.113 | Val. Loss: 0.131 | Val. Accuracy:  96.150 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 008 | Train Loss: 0.106 | Val. Loss: 0.136 | Val. Accuracy:  96.180 | offline updates:   0.043 | online udpates:  99.957 |
| Epoch: 009 | Train Loss: 0.099 | Val. Loss: 0.137 | Val. Accuracy:  95.740 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 010 | Train Loss: 0.095 | Val. Loss: 0.118 | Val. Accuracy:  96.570 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 011 | Train Loss: 0.089 | Val. Loss: 0.130 | Val. Accuracy:  96.140 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 012 | Train Loss: 0.084 | Val. Loss: 0.118 | Val. Accuracy:  96.790 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 013 | Train Loss: 0.083 | Val. Loss: 0.119 | Val. Accuracy:  96.850 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 014 | Train Loss: 0.079 | Val. Loss: 0.133 | Val. Accuracy:  96.450 | offline updates:   0.140 | online udpates:  99.860 |
| Epoch: 015 | Train Loss: 0.078 | Val. Loss: 0.145 | Val. Accuracy:  96.160 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 016 | Train Loss: 0.076 | Val. Loss: 0.144 | Val. Accuracy:  96.150 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 017 | Train Loss: 0.073 | Val. Loss: 0.145 | Val. Accuracy:  96.230 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 018 | Train Loss: 0.071 | Val. Loss: 0.129 | Val. Accuracy:  96.960 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 019 | Train Loss: 0.069 | Val. Loss: 0.166 | Val. Accuracy:  95.820 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 020 | Train Loss: 0.065 | Val. Loss: 0.152 | Val. Accuracy:  96.320 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 021 | Train Loss: 0.065 | Val. Loss: 0.164 | Val. Accuracy:  96.320 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 022 | Train Loss: 0.061 | Val. Loss: 0.154 | Val. Accuracy:  96.440 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 023 | Train Loss: 0.061 | Val. Loss: 0.166 | Val. Accuracy:  96.170 | offline updates:   0.158 | online udpates:  99.842 |
| Epoch: 024 | Train Loss: 0.060 | Val. Loss: 0.154 | Val. Accuracy:  96.520 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 025 | Train Loss: 0.058 | Val. Loss: 0.175 | Val. Accuracy:  96.040 | offline updates:   0.000 | online udpates: 100.000 |
