| Epoch: 001 | Train Loss: 5.024 | Val. Loss: 3.263 | Val. Accuracy:  79.690 | offline updates:  39.804 | online udpates:  60.196 |
| Epoch: 002 | Train Loss: 3.913 | Val. Loss: 2.819 | Val. Accuracy:  80.700 | offline updates:  12.395 | online udpates:  87.605 |
| Epoch: 003 | Train Loss: 2.779 | Val. Loss: 1.926 | Val. Accuracy:  82.680 | offline updates:  14.887 | online udpates:  85.113 |
| Epoch: 004 | Train Loss: 1.764 | Val. Loss: 1.486 | Val. Accuracy:  85.830 | offline updates:  15.091 | online udpates:  84.909 |
| Epoch: 005 | Train Loss: 0.989 | Val. Loss: 0.786 | Val. Accuracy:  82.510 | offline updates:  21.070 | online udpates:  78.930 |
| Epoch: 006 | Train Loss: 0.876 | Val. Loss: 0.897 | Val. Accuracy:  77.040 | offline updates:  33.536 | online udpates:  66.464 |
| Epoch: 007 | Train Loss: 0.975 | Val. Loss: 1.269 | Val. Accuracy:  65.520 | offline updates:  32.663 | online udpates:  67.337 |
| Epoch: 008 | Train Loss: 1.172 | Val. Loss: 1.228 | Val. Accuracy:  62.900 | offline updates:  35.547 | online udpates:  64.453 |
| Epoch: 009 | Train Loss: 1.330 | Val. Loss: 1.270 | Val. Accuracy:  61.620 | offline updates:  31.923 | online udpates:  68.077 |
| Epoch: 010 | Train Loss: 1.294 | Val. Loss: 1.187 | Val. Accuracy:  66.650 | offline updates:  35.553 | online udpates:  64.447 |
| Epoch: 011 | Train Loss: 1.333 | Val. Loss: 1.123 | Val. Accuracy:  61.590 | offline updates:  29.922 | online udpates:  70.078 |
| Epoch: 012 | Train Loss: 1.400 | Val. Loss: 1.289 | Val. Accuracy:  59.520 | offline updates:  34.861 | online udpates:  65.139 |
| Epoch: 013 | Train Loss: 1.461 | Val. Loss: 1.671 | Val. Accuracy:  48.360 | offline updates:  36.548 | online udpates:  63.452 |
| Epoch: 014 | Train Loss: 1.587 | Val. Loss: 1.397 | Val. Accuracy:  53.490 | offline updates:  35.987 | online udpates:  64.013 |
| Epoch: 015 | Train Loss: 1.438 | Val. Loss: 1.666 | Val. Accuracy:  60.290 | offline updates:  31.714 | online udpates:  68.286 |
| Epoch: 016 | Train Loss: 1.555 | Val. Loss: 1.534 | Val. Accuracy:  51.810 | offline updates:  35.994 | online udpates:  64.006 |
| Epoch: 017 | Train Loss: 1.405 | Val. Loss: 1.611 | Val. Accuracy:  55.900 | offline updates:  33.563 | online udpates:  66.437 |
| Epoch: 018 | Train Loss: 1.498 | Val. Loss: 1.679 | Val. Accuracy:  49.290 | offline updates:  26.629 | online udpates:  73.371 |
| Epoch: 019 | Train Loss: 1.489 | Val. Loss: 1.657 | Val. Accuracy:  51.790 | offline updates:  27.901 | online udpates:  72.099 |
| Epoch: 020 | Train Loss: 1.489 | Val. Loss: 1.490 | Val. Accuracy:  46.010 | offline updates:  28.168 | online udpates:  71.832 |
| Epoch: 021 | Train Loss: 1.543 | Val. Loss: 1.683 | Val. Accuracy:  52.750 | offline updates:  20.378 | online udpates:  79.622 |
| Epoch: 022 | Train Loss: 1.688 | Val. Loss: 1.982 | Val. Accuracy:  44.200 | offline updates:  33.295 | online udpates:  66.705 |
| Epoch: 023 | Train Loss: 1.787 | Val. Loss: 2.005 | Val. Accuracy:  42.090 | offline updates:  33.106 | online udpates:  66.894 |
| Epoch: 024 | Train Loss: 1.984 | Val. Loss: 1.912 | Val. Accuracy:  39.920 | offline updates:  26.198 | online udpates:  73.802 |
| Epoch: 025 | Train Loss: 1.935 | Val. Loss: 2.362 | Val. Accuracy:  35.380 | offline updates:  25.318 | online udpates:  74.682 |
