| Epoch: 001 | Train Loss: 1.808 | Val. Loss: 1.285 | Val. Accuracy:  72.320 | offline updates:   0.079 | online udpates:  99.921 |
| Epoch: 002 | Train Loss: 0.932 | Val. Loss: 0.640 | Val. Accuracy:  84.790 | offline updates:   0.139 | online udpates:  99.861 |
| Epoch: 003 | Train Loss: 0.524 | Val. Loss: 0.408 | Val. Accuracy:  89.310 | offline updates:   0.386 | online udpates:  99.614 |
| Epoch: 004 | Train Loss: 0.379 | Val. Loss: 0.327 | Val. Accuracy:  90.820 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 005 | Train Loss: 0.323 | Val. Loss: 0.292 | Val. Accuracy:  91.820 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 006 | Train Loss: 0.290 | Val. Loss: 0.268 | Val. Accuracy:  92.440 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 007 | Train Loss: 0.267 | Val. Loss: 0.251 | Val. Accuracy:  92.920 | offline updates:   0.044 | online udpates:  99.956 |
| Epoch: 008 | Train Loss: 0.247 | Val. Loss: 0.232 | Val. Accuracy:  93.330 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 009 | Train Loss: 0.229 | Val. Loss: 0.218 | Val. Accuracy:  93.640 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 010 | Train Loss: 0.212 | Val. Loss: 0.205 | Val. Accuracy:  93.900 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 011 | Train Loss: 0.197 | Val. Loss: 0.193 | Val. Accuracy:  94.230 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 012 | Train Loss: 0.183 | Val. Loss: 0.181 | Val. Accuracy:  94.600 | offline updates:   0.073 | online udpates:  99.927 |
| Epoch: 013 | Train Loss: 0.173 | Val. Loss: 0.172 | Val. Accuracy:  94.820 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 014 | Train Loss: 0.161 | Val. Loss: 0.160 | Val. Accuracy:  95.070 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 015 | Train Loss: 0.151 | Val. Loss: 0.153 | Val. Accuracy:  95.310 | offline updates:   0.078 | online udpates:  99.922 |
| Epoch: 016 | Train Loss: 0.142 | Val. Loss: 0.146 | Val. Accuracy:  95.450 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 017 | Train Loss: 0.134 | Val. Loss: 0.139 | Val. Accuracy:  95.840 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 018 | Train Loss: 0.127 | Val. Loss: 0.134 | Val. Accuracy:  95.840 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 019 | Train Loss: 0.121 | Val. Loss: 0.129 | Val. Accuracy:  96.150 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 020 | Train Loss: 0.116 | Val. Loss: 0.123 | Val. Accuracy:  96.210 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 021 | Train Loss: 0.110 | Val. Loss: 0.123 | Val. Accuracy:  96.290 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 022 | Train Loss: 0.105 | Val. Loss: 0.120 | Val. Accuracy:  96.430 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 023 | Train Loss: 0.101 | Val. Loss: 0.119 | Val. Accuracy:  96.400 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 024 | Train Loss: 0.097 | Val. Loss: 0.117 | Val. Accuracy:  96.480 | offline updates:   0.030 | online udpates:  99.970 |
| Epoch: 025 | Train Loss: 0.093 | Val. Loss: 0.112 | Val. Accuracy:  96.690 | offline updates:   0.000 | online udpates: 100.000 |
