| Epoch: 001 | Train Loss: 3.889 | Val. Loss: 6.172 | Val. Accuracy:  18.580 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 002 | Train Loss: 7.133 | Val. Loss: 9.640 | Val. Accuracy:  11.350 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 003 | Train Loss: 7.561 | Val. Loss: 6.585 | Val. Accuracy:   9.820 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 004 | Train Loss: 7.766 | Val. Loss: 7.793 | Val. Accuracy:  10.090 | offline updates:  31.809 | online udpates:  68.191 |
| Epoch: 005 | Train Loss: 7.884 | Val. Loss: 10.975 | Val. Accuracy:   9.570 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 006 | Train Loss: 7.910 | Val. Loss: 7.595 | Val. Accuracy:  10.100 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 007 | Train Loss: 7.848 | Val. Loss: 7.915 | Val. Accuracy:   9.570 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 008 | Train Loss: 7.354 | Val. Loss: 6.034 | Val. Accuracy:  11.350 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 009 | Train Loss: 7.753 | Val. Loss: 6.515 | Val. Accuracy:   8.910 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 010 | Train Loss: 7.827 | Val. Loss: 13.539 | Val. Accuracy:   9.740 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 011 | Train Loss: 8.129 | Val. Loss: 8.062 | Val. Accuracy:   9.820 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 012 | Train Loss: 7.491 | Val. Loss: 7.197 | Val. Accuracy:  10.290 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 013 | Train Loss: 7.715 | Val. Loss: 5.653 | Val. Accuracy:  10.320 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 014 | Train Loss: 8.032 | Val. Loss: 7.650 | Val. Accuracy:  10.320 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 015 | Train Loss: 7.454 | Val. Loss: 8.966 | Val. Accuracy:   9.740 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 016 | Train Loss: 7.747 | Val. Loss: 7.520 | Val. Accuracy:   9.790 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 017 | Train Loss: 8.046 | Val. Loss: 7.721 | Val. Accuracy:   9.740 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 018 | Train Loss: 8.134 | Val. Loss: 5.053 | Val. Accuracy:   9.820 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 019 | Train Loss: 8.229 | Val. Loss: 7.759 | Val. Accuracy:   9.800 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 020 | Train Loss: 7.442 | Val. Loss: 10.118 | Val. Accuracy:   9.740 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 021 | Train Loss: 7.733 | Val. Loss: 5.487 | Val. Accuracy:  10.280 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 022 | Train Loss: 7.580 | Val. Loss: 5.702 | Val. Accuracy:  10.320 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 023 | Train Loss: 7.617 | Val. Loss: 10.684 | Val. Accuracy:   9.800 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 024 | Train Loss: 7.741 | Val. Loss: 6.601 | Val. Accuracy:   9.570 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 025 | Train Loss: 7.517 | Val. Loss: 5.949 | Val. Accuracy:   9.570 | offline updates:  75.000 | online udpates:  25.000 |
