| Epoch: 001 | Train Loss: 0.953 | Val. Loss: 0.713 | Val. Accuracy:  88.910 | offline updates:  32.305 | online udpates:  67.695 |
| Epoch: 002 | Train Loss: 1.032 | Val. Loss: 1.362 | Val. Accuracy:  82.330 | offline updates:  36.634 | online udpates:  63.366 |
| Epoch: 003 | Train Loss: 1.031 | Val. Loss: 1.259 | Val. Accuracy:  84.740 | offline updates:  34.383 | online udpates:  65.617 |
| Epoch: 004 | Train Loss: 1.065 | Val. Loss: 1.034 | Val. Accuracy:  86.980 | offline updates:  37.464 | online udpates:  62.536 |
| Epoch: 005 | Train Loss: 0.998 | Val. Loss: 1.049 | Val. Accuracy:  86.240 | offline updates:  31.880 | online udpates:  68.120 |
| Epoch: 006 | Train Loss: 1.023 | Val. Loss: 0.740 | Val. Accuracy:  91.380 | offline updates:  33.895 | online udpates:  66.105 |
| Epoch: 007 | Train Loss: 1.028 | Val. Loss: 0.854 | Val. Accuracy:  90.010 | offline updates:  33.334 | online udpates:  66.666 |
| Epoch: 008 | Train Loss: 1.081 | Val. Loss: 1.231 | Val. Accuracy:  85.540 | offline updates:  39.055 | online udpates:  60.945 |
| Epoch: 009 | Train Loss: 1.073 | Val. Loss: 0.787 | Val. Accuracy:  90.860 | offline updates:  36.609 | online udpates:  63.391 |
| Epoch: 010 | Train Loss: 1.037 | Val. Loss: 1.054 | Val. Accuracy:  87.840 | offline updates:  37.051 | online udpates:  62.949 |
| Epoch: 011 | Train Loss: 1.029 | Val. Loss: 0.881 | Val. Accuracy:  89.660 | offline updates:  33.727 | online udpates:  66.273 |
| Epoch: 012 | Train Loss: 1.026 | Val. Loss: 0.958 | Val. Accuracy:  89.270 | offline updates:  35.566 | online udpates:  64.434 |
| Epoch: 013 | Train Loss: 1.043 | Val. Loss: 1.170 | Val. Accuracy:  86.730 | offline updates:  35.448 | online udpates:  64.552 |
| Epoch: 014 | Train Loss: 1.058 | Val. Loss: 2.068 | Val. Accuracy:  81.530 | offline updates:  37.782 | online udpates:  62.218 |
| Epoch: 015 | Train Loss: 1.041 | Val. Loss: 1.074 | Val. Accuracy:  87.800 | offline updates:  39.085 | online udpates:  60.915 |
| Epoch: 016 | Train Loss: 1.042 | Val. Loss: 1.274 | Val. Accuracy:  86.500 | offline updates:  34.425 | online udpates:  65.575 |
| Epoch: 017 | Train Loss: 1.049 | Val. Loss: 0.978 | Val. Accuracy:  89.380 | offline updates:  31.689 | online udpates:  68.311 |
| Epoch: 018 | Train Loss: 1.052 | Val. Loss: 1.739 | Val. Accuracy:  83.950 | offline updates:  36.589 | online udpates:  63.411 |
| Epoch: 019 | Train Loss: 1.005 | Val. Loss: 1.703 | Val. Accuracy:  83.630 | offline updates:  32.827 | online udpates:  67.173 |
| Epoch: 020 | Train Loss: 1.053 | Val. Loss: 1.066 | Val. Accuracy:  88.100 | offline updates:  37.411 | online udpates:  62.589 |
| Epoch: 021 | Train Loss: 1.058 | Val. Loss: 0.834 | Val. Accuracy:  91.050 | offline updates:  28.202 | online udpates:  71.798 |
| Epoch: 022 | Train Loss: 1.071 | Val. Loss: 0.893 | Val. Accuracy:  89.830 | offline updates:  37.386 | online udpates:  62.614 |
| Epoch: 023 | Train Loss: 1.049 | Val. Loss: 1.055 | Val. Accuracy:  89.050 | offline updates:  34.602 | online udpates:  65.398 |
| Epoch: 024 | Train Loss: 1.037 | Val. Loss: 1.397 | Val. Accuracy:  86.120 | offline updates:  34.358 | online udpates:  65.642 |
| Epoch: 025 | Train Loss: 1.083 | Val. Loss: 1.808 | Val. Accuracy:  82.450 | offline updates:  37.344 | online udpates:  62.656 |
