| Epoch: 001 | Train Loss: 0.533 | Val. Loss: 0.320 | Val. Accuracy:  90.700 | offline updates:  11.541 | online udpates:  88.459 |
| Epoch: 002 | Train Loss: 0.350 | Val. Loss: 0.337 | Val. Accuracy:  90.170 | offline updates:   8.691 | online udpates:  91.309 |
| Epoch: 003 | Train Loss: 0.337 | Val. Loss: 0.362 | Val. Accuracy:  89.900 | offline updates:   6.781 | online udpates:  93.219 |
| Epoch: 004 | Train Loss: 0.329 | Val. Loss: 0.291 | Val. Accuracy:  91.810 | offline updates:  10.268 | online udpates:  89.732 |
| Epoch: 005 | Train Loss: 0.327 | Val. Loss: 0.322 | Val. Accuracy:  90.440 | offline updates:  20.875 | online udpates:  79.125 |
| Epoch: 006 | Train Loss: 0.320 | Val. Loss: 0.303 | Val. Accuracy:  91.780 | offline updates:   9.720 | online udpates:  90.280 |
| Epoch: 007 | Train Loss: 0.322 | Val. Loss: 0.307 | Val. Accuracy:  91.470 | offline updates:  12.932 | online udpates:  87.068 |
| Epoch: 008 | Train Loss: 0.315 | Val. Loss: 0.320 | Val. Accuracy:  90.750 | offline updates:  16.153 | online udpates:  83.847 |
| Epoch: 009 | Train Loss: 0.311 | Val. Loss: 0.318 | Val. Accuracy:  90.980 | offline updates:   4.984 | online udpates:  95.016 |
| Epoch: 010 | Train Loss: 0.310 | Val. Loss: 0.317 | Val. Accuracy:  90.880 | offline updates:   7.195 | online udpates:  92.805 |
| Epoch: 011 | Train Loss: 0.312 | Val. Loss: 0.305 | Val. Accuracy:  91.350 | offline updates:   9.598 | online udpates:  90.402 |
| Epoch: 012 | Train Loss: 0.306 | Val. Loss: 0.319 | Val. Accuracy:  90.830 | offline updates:   7.365 | online udpates:  92.635 |
| Epoch: 013 | Train Loss: 0.304 | Val. Loss: 0.321 | Val. Accuracy:  90.940 | offline updates:   3.471 | online udpates:  96.529 |
| Epoch: 014 | Train Loss: 0.304 | Val. Loss: 0.331 | Val. Accuracy:  90.940 | offline updates:   9.173 | online udpates:  90.827 |
| Epoch: 015 | Train Loss: 0.304 | Val. Loss: 0.315 | Val. Accuracy:  91.030 | offline updates:   6.212 | online udpates:  93.788 |
| Epoch: 016 | Train Loss: 0.302 | Val. Loss: 0.362 | Val. Accuracy:  89.280 | offline updates:   7.007 | online udpates:  92.993 |
| Epoch: 017 | Train Loss: 0.302 | Val. Loss: 0.321 | Val. Accuracy:  91.370 | offline updates:  14.535 | online udpates:  85.465 |
| Epoch: 018 | Train Loss: 0.305 | Val. Loss: 0.329 | Val. Accuracy:  90.490 | offline updates:  13.764 | online udpates:  86.236 |
| Epoch: 019 | Train Loss: 0.302 | Val. Loss: 0.333 | Val. Accuracy:  90.840 | offline updates:  13.877 | online udpates:  86.123 |
| Epoch: 020 | Train Loss: 0.302 | Val. Loss: 0.334 | Val. Accuracy:  91.000 | offline updates:  13.832 | online udpates:  86.168 |
| Epoch: 021 | Train Loss: 0.303 | Val. Loss: 0.310 | Val. Accuracy:  91.280 | offline updates:  14.546 | online udpates:  85.454 |
| Epoch: 022 | Train Loss: 0.299 | Val. Loss: 0.317 | Val. Accuracy:  90.940 | offline updates:  18.223 | online udpates:  81.777 |
| Epoch: 023 | Train Loss: 0.295 | Val. Loss: 0.292 | Val. Accuracy:  92.040 | offline updates:   4.373 | online udpates:  95.627 |
| Epoch: 024 | Train Loss: 0.297 | Val. Loss: 0.305 | Val. Accuracy:  91.520 | offline updates:  14.240 | online udpates:  85.760 |
| Epoch: 025 | Train Loss: 0.298 | Val. Loss: 0.326 | Val. Accuracy:  90.930 | offline updates:  16.163 | online udpates:  83.837 |
