| Epoch: 001 | Train Loss: 0.808 | Val. Loss: 0.349 | Val. Accuracy:  90.320 | offline updates:  35.080 | online udpates:  64.920 |
| Epoch: 002 | Train Loss: 0.329 | Val. Loss: 0.296 | Val. Accuracy:  91.520 | offline updates:  25.586 | online udpates:  74.414 |
| Epoch: 003 | Train Loss: 0.297 | Val. Loss: 0.288 | Val. Accuracy:  91.690 | offline updates:  28.313 | online udpates:  71.687 |
| Epoch: 004 | Train Loss: 0.287 | Val. Loss: 0.279 | Val. Accuracy:  92.060 | offline updates:  24.733 | online udpates:  75.267 |
| Epoch: 005 | Train Loss: 0.281 | Val. Loss: 0.282 | Val. Accuracy:  92.060 | offline updates:  28.129 | online udpates:  71.871 |
| Epoch: 006 | Train Loss: 0.276 | Val. Loss: 0.280 | Val. Accuracy:  92.240 | offline updates:  28.957 | online udpates:  71.043 |
| Epoch: 007 | Train Loss: 0.272 | Val. Loss: 0.282 | Val. Accuracy:  92.140 | offline updates:  25.936 | online udpates:  74.064 |
| Epoch: 008 | Train Loss: 0.269 | Val. Loss: 0.281 | Val. Accuracy:  92.150 | offline updates:  25.214 | online udpates:  74.786 |
| Epoch: 009 | Train Loss: 0.268 | Val. Loss: 0.278 | Val. Accuracy:  92.180 | offline updates:  24.751 | online udpates:  75.249 |
| Epoch: 010 | Train Loss: 0.265 | Val. Loss: 0.277 | Val. Accuracy:  92.360 | offline updates:  30.007 | online udpates:  69.993 |
| Epoch: 011 | Train Loss: 0.263 | Val. Loss: 0.276 | Val. Accuracy:  92.370 | offline updates:  26.220 | online udpates:  73.780 |
| Epoch: 012 | Train Loss: 0.262 | Val. Loss: 0.273 | Val. Accuracy:  92.340 | offline updates:  23.167 | online udpates:  76.833 |
| Epoch: 013 | Train Loss: 0.261 | Val. Loss: 0.273 | Val. Accuracy:  92.500 | offline updates:  23.591 | online udpates:  76.409 |
| Epoch: 014 | Train Loss: 0.260 | Val. Loss: 0.282 | Val. Accuracy:  92.360 | offline updates:  23.379 | online udpates:  76.621 |
| Epoch: 015 | Train Loss: 0.258 | Val. Loss: 0.275 | Val. Accuracy:  92.210 | offline updates:  24.362 | online udpates:  75.638 |
| Epoch: 016 | Train Loss: 0.258 | Val. Loss: 0.272 | Val. Accuracy:  92.200 | offline updates:  22.563 | online udpates:  77.437 |
| Epoch: 017 | Train Loss: 0.256 | Val. Loss: 0.272 | Val. Accuracy:  92.520 | offline updates:  29.239 | online udpates:  70.761 |
| Epoch: 018 | Train Loss: 0.256 | Val. Loss: 0.276 | Val. Accuracy:  92.390 | offline updates:  27.775 | online udpates:  72.225 |
| Epoch: 019 | Train Loss: 0.255 | Val. Loss: 0.282 | Val. Accuracy:  92.390 | offline updates:  29.403 | online udpates:  70.597 |
| Epoch: 020 | Train Loss: 0.255 | Val. Loss: 0.273 | Val. Accuracy:  92.310 | offline updates:  26.259 | online udpates:  73.741 |
| Epoch: 021 | Train Loss: 0.255 | Val. Loss: 0.272 | Val. Accuracy:  92.500 | offline updates:  26.226 | online udpates:  73.774 |
| Epoch: 022 | Train Loss: 0.253 | Val. Loss: 0.276 | Val. Accuracy:  92.290 | offline updates:  24.997 | online udpates:  75.003 |
| Epoch: 023 | Train Loss: 0.253 | Val. Loss: 0.277 | Val. Accuracy:  92.270 | offline updates:  25.267 | online udpates:  74.733 |
| Epoch: 024 | Train Loss: 0.253 | Val. Loss: 0.279 | Val. Accuracy:  92.150 | offline updates:  25.846 | online udpates:  74.154 |
| Epoch: 025 | Train Loss: 0.252 | Val. Loss: 0.286 | Val. Accuracy:  92.210 | offline updates:  25.124 | online udpates:  74.876 |
