| Epoch: 001 | Train Loss: 0.494 | Val. Loss: 0.373 | Val. Accuracy:  88.470 | offline updates:  30.079 | online udpates:  69.921 |
| Epoch: 002 | Train Loss: 0.331 | Val. Loss: 0.357 | Val. Accuracy:  89.020 | offline updates:  40.801 | online udpates:  59.199 |
| Epoch: 003 | Train Loss: 0.322 | Val. Loss: 0.317 | Val. Accuracy:  90.660 | offline updates:  33.479 | online udpates:  66.521 |
| Epoch: 004 | Train Loss: 0.313 | Val. Loss: 0.302 | Val. Accuracy:  91.430 | offline updates:  27.358 | online udpates:  72.642 |
| Epoch: 005 | Train Loss: 0.311 | Val. Loss: 0.310 | Val. Accuracy:  91.490 | offline updates:  29.868 | online udpates:  70.132 |
| Epoch: 006 | Train Loss: 0.304 | Val. Loss: 0.309 | Val. Accuracy:  91.670 | offline updates:  28.835 | online udpates:  71.165 |
| Epoch: 007 | Train Loss: 0.302 | Val. Loss: 0.306 | Val. Accuracy:  91.770 | offline updates:  27.386 | online udpates:  72.614 |
| Epoch: 008 | Train Loss: 0.297 | Val. Loss: 0.304 | Val. Accuracy:  91.870 | offline updates:  32.313 | online udpates:  67.687 |
| Epoch: 009 | Train Loss: 0.297 | Val. Loss: 0.325 | Val. Accuracy:  90.650 | offline updates:  29.901 | online udpates:  70.099 |
| Epoch: 010 | Train Loss: 0.297 | Val. Loss: 0.299 | Val. Accuracy:  92.020 | offline updates:  26.716 | online udpates:  73.284 |
| Epoch: 011 | Train Loss: 0.295 | Val. Loss: 0.307 | Val. Accuracy:  91.570 | offline updates:  32.051 | online udpates:  67.949 |
| Epoch: 012 | Train Loss: 0.293 | Val. Loss: 0.318 | Val. Accuracy:  91.010 | offline updates:  33.959 | online udpates:  66.041 |
| Epoch: 013 | Train Loss: 0.291 | Val. Loss: 0.313 | Val. Accuracy:  91.750 | offline updates:  26.851 | online udpates:  73.149 |
| Epoch: 014 | Train Loss: 0.294 | Val. Loss: 0.336 | Val. Accuracy:  90.980 | offline updates:  36.648 | online udpates:  63.352 |
| Epoch: 015 | Train Loss: 0.290 | Val. Loss: 0.331 | Val. Accuracy:  91.310 | offline updates:  28.955 | online udpates:  71.045 |
| Epoch: 016 | Train Loss: 0.290 | Val. Loss: 0.324 | Val. Accuracy:  90.810 | offline updates:  32.287 | online udpates:  67.713 |
| Epoch: 017 | Train Loss: 0.289 | Val. Loss: 0.337 | Val. Accuracy:  90.710 | offline updates:  32.276 | online udpates:  67.724 |
| Epoch: 018 | Train Loss: 0.289 | Val. Loss: 0.310 | Val. Accuracy:  91.550 | offline updates:  34.981 | online udpates:  65.019 |
| Epoch: 019 | Train Loss: 0.287 | Val. Loss: 0.331 | Val. Accuracy:  90.980 | offline updates:  30.590 | online udpates:  69.410 |
| Epoch: 020 | Train Loss: 0.291 | Val. Loss: 0.297 | Val. Accuracy:  91.860 | offline updates:  37.737 | online udpates:  62.263 |
| Epoch: 021 | Train Loss: 0.288 | Val. Loss: 0.327 | Val. Accuracy:  90.720 | offline updates:  25.413 | online udpates:  74.587 |
| Epoch: 022 | Train Loss: 0.286 | Val. Loss: 0.310 | Val. Accuracy:  91.510 | offline updates:  30.505 | online udpates:  69.495 |
| Epoch: 023 | Train Loss: 0.287 | Val. Loss: 0.327 | Val. Accuracy:  91.400 | offline updates:  30.896 | online udpates:  69.104 |
| Epoch: 024 | Train Loss: 0.287 | Val. Loss: 0.307 | Val. Accuracy:  91.710 | offline updates:  38.631 | online udpates:  61.369 |
| Epoch: 025 | Train Loss: 0.284 | Val. Loss: 0.316 | Val. Accuracy:  91.740 | offline updates:  29.083 | online udpates:  70.917 |
