| Epoch: 001 | Train Loss: 4.251 | Val. Loss: 3.223 | Val. Accuracy:  75.860 | offline updates:  38.415 | online udpates:  61.585 |
| Epoch: 002 | Train Loss: 2.681 | Val. Loss: 1.661 | Val. Accuracy:  85.800 | offline updates:  17.761 | online udpates:  82.239 |
| Epoch: 003 | Train Loss: 1.423 | Val. Loss: 0.755 | Val. Accuracy:  86.370 | offline updates:  20.450 | online udpates:  79.550 |
| Epoch: 004 | Train Loss: 0.913 | Val. Loss: 0.748 | Val. Accuracy:  80.580 | offline updates:  27.446 | online udpates:  72.554 |
| Epoch: 005 | Train Loss: 1.040 | Val. Loss: 1.317 | Val. Accuracy:  59.060 | offline updates:  33.834 | online udpates:  66.166 |
| Epoch: 006 | Train Loss: 1.494 | Val. Loss: 1.356 | Val. Accuracy:  51.110 | offline updates:  35.590 | online udpates:  64.410 |
| Epoch: 007 | Train Loss: 1.601 | Val. Loss: 1.967 | Val. Accuracy:  36.230 | offline updates:  32.178 | online udpates:  67.822 |
| Epoch: 008 | Train Loss: 1.636 | Val. Loss: 1.668 | Val. Accuracy:  51.560 | offline updates:  33.157 | online udpates:  66.843 |
| Epoch: 009 | Train Loss: 1.610 | Val. Loss: 1.645 | Val. Accuracy:  44.450 | offline updates:  27.712 | online udpates:  72.288 |
| Epoch: 010 | Train Loss: 1.816 | Val. Loss: 1.874 | Val. Accuracy:  35.270 | offline updates:  30.845 | online udpates:  69.155 |
| Epoch: 011 | Train Loss: 2.175 | Val. Loss: 2.247 | Val. Accuracy:  30.060 | offline updates:  36.107 | online udpates:  63.893 |
| Epoch: 012 | Train Loss: 2.209 | Val. Loss: 2.635 | Val. Accuracy:  25.030 | offline updates:  38.139 | online udpates:  61.861 |
| Epoch: 013 | Train Loss: 2.295 | Val. Loss: 2.309 | Val. Accuracy:  22.490 | offline updates:  29.658 | online udpates:  70.342 |
| Epoch: 014 | Train Loss: 2.348 | Val. Loss: 2.310 | Val. Accuracy:  16.350 | offline updates:  13.878 | online udpates:  86.122 |
| Epoch: 015 | Train Loss: 2.496 | Val. Loss: 2.775 | Val. Accuracy:  12.980 | offline updates:   3.273 | online udpates:  96.727 |
| Epoch: 016 | Train Loss: 2.663 | Val. Loss: 3.121 | Val. Accuracy:  11.950 | offline updates:  22.807 | online udpates:  77.193 |
| Epoch: 017 | Train Loss: 2.672 | Val. Loss: 2.843 | Val. Accuracy:  15.560 | offline updates:  35.806 | online udpates:  64.194 |
| Epoch: 018 | Train Loss: 2.662 | Val. Loss: 2.917 | Val. Accuracy:  17.120 | offline updates:  38.700 | online udpates:  61.300 |
| Epoch: 019 | Train Loss: 2.608 | Val. Loss: 3.085 | Val. Accuracy:  14.980 | offline updates:  25.321 | online udpates:  74.679 |
| Epoch: 020 | Train Loss: 2.706 | Val. Loss: 2.876 | Val. Accuracy:  17.840 | offline updates:  47.106 | online udpates:  52.894 |
| Epoch: 021 | Train Loss: 2.760 | Val. Loss: 2.796 | Val. Accuracy:  11.890 | offline updates:  42.028 | online udpates:  57.972 |
| Epoch: 022 | Train Loss: 2.804 | Val. Loss: 2.517 | Val. Accuracy:  16.320 | offline updates:  39.870 | online udpates:  60.130 |
| Epoch: 023 | Train Loss: 2.677 | Val. Loss: 3.199 | Val. Accuracy:  13.520 | offline updates:  48.105 | online udpates:  51.895 |
| Epoch: 024 | Train Loss: 2.626 | Val. Loss: 2.530 | Val. Accuracy:  16.520 | offline updates:  26.090 | online udpates:  73.910 |
| Epoch: 025 | Train Loss: 2.684 | Val. Loss: 2.582 | Val. Accuracy:  16.510 | offline updates:  43.547 | online udpates:  56.453 |
