| Epoch: 001 | Train Loss: 2.240 | Val. Loss: 1.779 | Val. Accuracy:  80.190 | offline updates:  59.131 | online udpates:  40.869 |
| Epoch: 002 | Train Loss: 1.917 | Val. Loss: 1.808 | Val. Accuracy:  80.520 | offline updates:  48.516 | online udpates:  51.484 |
| Epoch: 003 | Train Loss: 1.642 | Val. Loss: 1.530 | Val. Accuracy:  79.640 | offline updates:  46.762 | online udpates:  53.238 |
| Epoch: 004 | Train Loss: 1.393 | Val. Loss: 1.187 | Val. Accuracy:  86.010 | offline updates:  48.284 | online udpates:  51.716 |
| Epoch: 005 | Train Loss: 1.209 | Val. Loss: 0.881 | Val. Accuracy:  88.980 | offline updates:  47.258 | online udpates:  52.742 |
| Epoch: 006 | Train Loss: 0.912 | Val. Loss: 0.559 | Val. Accuracy:  85.770 | offline updates:  50.032 | online udpates:  49.968 |
| Epoch: 007 | Train Loss: 0.789 | Val. Loss: 0.877 | Val. Accuracy:  71.830 | offline updates:  41.244 | online udpates:  58.756 |
| Epoch: 008 | Train Loss: 0.869 | Val. Loss: 0.991 | Val. Accuracy:  65.380 | offline updates:  35.332 | online udpates:  64.668 |
| Epoch: 009 | Train Loss: 1.014 | Val. Loss: 0.983 | Val. Accuracy:  66.290 | offline updates:  42.733 | online udpates:  57.267 |
| Epoch: 010 | Train Loss: 1.033 | Val. Loss: 1.445 | Val. Accuracy:  69.130 | offline updates:  29.523 | online udpates:  70.477 |
| Epoch: 011 | Train Loss: 1.113 | Val. Loss: 1.259 | Val. Accuracy:  69.430 | offline updates:  35.092 | online udpates:  64.908 |
| Epoch: 012 | Train Loss: 1.183 | Val. Loss: 1.018 | Val. Accuracy:  71.100 | offline updates:  42.505 | online udpates:  57.495 |
| Epoch: 013 | Train Loss: 1.108 | Val. Loss: 1.143 | Val. Accuracy:  69.650 | offline updates:  31.545 | online udpates:  68.455 |
| Epoch: 014 | Train Loss: 1.131 | Val. Loss: 1.070 | Val. Accuracy:  65.950 | offline updates:  26.662 | online udpates:  73.338 |
| Epoch: 015 | Train Loss: 1.328 | Val. Loss: 1.413 | Val. Accuracy:  55.140 | offline updates:  34.945 | online udpates:  65.055 |
| Epoch: 016 | Train Loss: 1.243 | Val. Loss: 1.380 | Val. Accuracy:  61.180 | offline updates:  33.112 | online udpates:  66.888 |
| Epoch: 017 | Train Loss: 1.249 | Val. Loss: 1.257 | Val. Accuracy:  65.280 | offline updates:  43.531 | online udpates:  56.469 |
| Epoch: 018 | Train Loss: 1.306 | Val. Loss: 1.331 | Val. Accuracy:  61.440 | offline updates:  40.632 | online udpates:  59.368 |
| Epoch: 019 | Train Loss: 1.343 | Val. Loss: 1.544 | Val. Accuracy:  54.950 | offline updates:  29.950 | online udpates:  70.050 |
| Epoch: 020 | Train Loss: 1.530 | Val. Loss: 1.848 | Val. Accuracy:  57.930 | offline updates:  36.255 | online udpates:  63.745 |
| Epoch: 021 | Train Loss: 1.393 | Val. Loss: 1.695 | Val. Accuracy:  57.330 | offline updates:  24.419 | online udpates:  75.581 |
| Epoch: 022 | Train Loss: 1.525 | Val. Loss: 1.954 | Val. Accuracy:  53.030 | offline updates:  33.250 | online udpates:  66.750 |
| Epoch: 023 | Train Loss: 1.508 | Val. Loss: 1.788 | Val. Accuracy:  52.080 | offline updates:  35.603 | online udpates:  64.397 |
| Epoch: 024 | Train Loss: 1.542 | Val. Loss: 1.563 | Val. Accuracy:  55.350 | offline updates:  33.775 | online udpates:  66.225 |
| Epoch: 025 | Train Loss: 1.518 | Val. Loss: 1.804 | Val. Accuracy:  56.240 | offline updates:  31.370 | online udpates:  68.630 |
