| Epoch: 001 | Train Loss: 1.140 | Val. Loss: 0.429 | Val. Accuracy:  88.570 | offline updates:   0.092 | online udpates:  99.908 |
| Epoch: 002 | Train Loss: 0.342 | Val. Loss: 0.268 | Val. Accuracy:  92.380 | offline updates:   0.085 | online udpates:  99.915 |
| Epoch: 003 | Train Loss: 0.250 | Val. Loss: 0.216 | Val. Accuracy:  93.800 | offline updates:   0.064 | online udpates:  99.936 |
| Epoch: 004 | Train Loss: 0.196 | Val. Loss: 0.171 | Val. Accuracy:  95.110 | offline updates:   0.039 | online udpates:  99.961 |
| Epoch: 005 | Train Loss: 0.160 | Val. Loss: 0.146 | Val. Accuracy:  95.560 | offline updates:   0.044 | online udpates:  99.956 |
| Epoch: 006 | Train Loss: 0.136 | Val. Loss: 0.129 | Val. Accuracy:  96.090 | offline updates:   0.040 | online udpates:  99.960 |
| Epoch: 007 | Train Loss: 0.119 | Val. Loss: 0.121 | Val. Accuracy:  96.440 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 008 | Train Loss: 0.107 | Val. Loss: 0.120 | Val. Accuracy:  96.420 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 009 | Train Loss: 0.096 | Val. Loss: 0.111 | Val. Accuracy:  96.860 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 010 | Train Loss: 0.089 | Val. Loss: 0.110 | Val. Accuracy:  96.870 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 011 | Train Loss: 0.082 | Val. Loss: 0.105 | Val. Accuracy:  96.930 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 012 | Train Loss: 0.077 | Val. Loss: 0.104 | Val. Accuracy:  96.950 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 013 | Train Loss: 0.073 | Val. Loss: 0.103 | Val. Accuracy:  96.990 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 014 | Train Loss: 0.068 | Val. Loss: 0.103 | Val. Accuracy:  96.900 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 015 | Train Loss: 0.064 | Val. Loss: 0.100 | Val. Accuracy:  97.040 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 016 | Train Loss: 0.061 | Val. Loss: 0.100 | Val. Accuracy:  97.140 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 017 | Train Loss: 0.058 | Val. Loss: 0.098 | Val. Accuracy:  97.260 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 018 | Train Loss: 0.055 | Val. Loss: 0.101 | Val. Accuracy:  97.050 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 019 | Train Loss: 0.053 | Val. Loss: 0.104 | Val. Accuracy:  96.980 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 020 | Train Loss: 0.051 | Val. Loss: 0.104 | Val. Accuracy:  97.130 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 021 | Train Loss: 0.049 | Val. Loss: 0.101 | Val. Accuracy:  97.160 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 022 | Train Loss: 0.046 | Val. Loss: 0.111 | Val. Accuracy:  96.900 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 023 | Train Loss: 0.044 | Val. Loss: 0.107 | Val. Accuracy:  97.030 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 024 | Train Loss: 0.042 | Val. Loss: 0.110 | Val. Accuracy:  97.110 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 025 | Train Loss: 0.040 | Val. Loss: 0.110 | Val. Accuracy:  97.060 | offline updates:   0.000 | online udpates: 100.000 |
