| Epoch: 001 | Train Loss: 0.808 | Val. Loss: 0.351 | Val. Accuracy:  90.070 | offline updates:   9.310 | online udpates:  90.690 |
| Epoch: 002 | Train Loss: 0.332 | Val. Loss: 0.292 | Val. Accuracy:  91.770 | offline updates:   1.087 | online udpates:  98.913 |
| Epoch: 003 | Train Loss: 0.301 | Val. Loss: 0.284 | Val. Accuracy:  91.840 | offline updates:   1.457 | online udpates:  98.543 |
| Epoch: 004 | Train Loss: 0.289 | Val. Loss: 0.281 | Val. Accuracy:  92.130 | offline updates:   0.896 | online udpates:  99.104 |
| Epoch: 005 | Train Loss: 0.282 | Val. Loss: 0.275 | Val. Accuracy:  92.230 | offline updates:   2.054 | online udpates:  97.946 |
| Epoch: 006 | Train Loss: 0.277 | Val. Loss: 0.284 | Val. Accuracy:  92.130 | offline updates:   1.838 | online udpates:  98.162 |
| Epoch: 007 | Train Loss: 0.274 | Val. Loss: 0.275 | Val. Accuracy:  92.230 | offline updates:   1.688 | online udpates:  98.312 |
| Epoch: 008 | Train Loss: 0.270 | Val. Loss: 0.279 | Val. Accuracy:  92.100 | offline updates:   0.718 | online udpates:  99.282 |
| Epoch: 009 | Train Loss: 0.268 | Val. Loss: 0.279 | Val. Accuracy:  92.250 | offline updates:   1.153 | online udpates:  98.847 |
| Epoch: 010 | Train Loss: 0.266 | Val. Loss: 0.279 | Val. Accuracy:  91.960 | offline updates:   0.573 | online udpates:  99.427 |
| Epoch: 011 | Train Loss: 0.264 | Val. Loss: 0.280 | Val. Accuracy:  92.100 | offline updates:   0.655 | online udpates:  99.345 |
| Epoch: 012 | Train Loss: 0.263 | Val. Loss: 0.275 | Val. Accuracy:  92.140 | offline updates:   1.145 | online udpates:  98.855 |
| Epoch: 013 | Train Loss: 0.261 | Val. Loss: 0.274 | Val. Accuracy:  92.300 | offline updates:   0.634 | online udpates:  99.366 |
| Epoch: 014 | Train Loss: 0.260 | Val. Loss: 0.276 | Val. Accuracy:  92.290 | offline updates:   1.189 | online udpates:  98.811 |
| Epoch: 015 | Train Loss: 0.259 | Val. Loss: 0.272 | Val. Accuracy:  92.560 | offline updates:   0.975 | online udpates:  99.025 |
| Epoch: 016 | Train Loss: 0.258 | Val. Loss: 0.278 | Val. Accuracy:  92.090 | offline updates:   1.357 | online udpates:  98.643 |
| Epoch: 017 | Train Loss: 0.256 | Val. Loss: 0.280 | Val. Accuracy:  92.290 | offline updates:   1.062 | online udpates:  98.938 |
| Epoch: 018 | Train Loss: 0.257 | Val. Loss: 0.277 | Val. Accuracy:  92.370 | offline updates:   0.653 | online udpates:  99.347 |
| Epoch: 019 | Train Loss: 0.255 | Val. Loss: 0.278 | Val. Accuracy:  92.240 | offline updates:   0.614 | online udpates:  99.386 |
| Epoch: 020 | Train Loss: 0.255 | Val. Loss: 0.277 | Val. Accuracy:  92.370 | offline updates:   2.602 | online udpates:  97.398 |
| Epoch: 021 | Train Loss: 0.254 | Val. Loss: 0.276 | Val. Accuracy:  92.360 | offline updates:   2.020 | online udpates:  97.980 |
| Epoch: 022 | Train Loss: 0.254 | Val. Loss: 0.274 | Val. Accuracy:  92.550 | offline updates:   0.477 | online udpates:  99.523 |
| Epoch: 023 | Train Loss: 0.253 | Val. Loss: 0.276 | Val. Accuracy:  92.430 | offline updates:   0.715 | online udpates:  99.285 |
| Epoch: 024 | Train Loss: 0.252 | Val. Loss: 0.272 | Val. Accuracy:  92.610 | offline updates:   1.121 | online udpates:  98.879 |
| Epoch: 025 | Train Loss: 0.251 | Val. Loss: 0.280 | Val. Accuracy:  92.220 | offline updates:   1.001 | online udpates:  98.999 |
