| Epoch: 001 | Train Loss: 0.629 | Val. Loss: 0.339 | Val. Accuracy:  89.520 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 002 | Train Loss: 0.343 | Val. Loss: 0.260 | Val. Accuracy:  92.000 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 003 | Train Loss: 0.268 | Val. Loss: 0.197 | Val. Accuracy:  93.860 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 004 | Train Loss: 0.224 | Val. Loss: 0.193 | Val. Accuracy:  94.260 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 005 | Train Loss: 0.197 | Val. Loss: 0.183 | Val. Accuracy:  94.510 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 006 | Train Loss: 0.182 | Val. Loss: 0.192 | Val. Accuracy:  94.330 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 007 | Train Loss: 0.173 | Val. Loss: 0.183 | Val. Accuracy:  94.760 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 008 | Train Loss: 0.164 | Val. Loss: 0.176 | Val. Accuracy:  95.090 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 009 | Train Loss: 0.158 | Val. Loss: 0.170 | Val. Accuracy:  95.710 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 010 | Train Loss: 0.151 | Val. Loss: 0.170 | Val. Accuracy:  95.110 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 011 | Train Loss: 0.150 | Val. Loss: 0.146 | Val. Accuracy:  95.910 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 012 | Train Loss: 0.145 | Val. Loss: 0.178 | Val. Accuracy:  95.140 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 013 | Train Loss: 0.140 | Val. Loss: 0.195 | Val. Accuracy:  94.760 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 014 | Train Loss: 0.138 | Val. Loss: 0.184 | Val. Accuracy:  95.470 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 015 | Train Loss: 0.132 | Val. Loss: 0.182 | Val. Accuracy:  95.700 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 016 | Train Loss: 0.133 | Val. Loss: 0.192 | Val. Accuracy:  95.360 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 017 | Train Loss: 0.131 | Val. Loss: 0.226 | Val. Accuracy:  94.310 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 018 | Train Loss: 0.132 | Val. Loss: 0.188 | Val. Accuracy:  95.430 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 019 | Train Loss: 0.126 | Val. Loss: 0.202 | Val. Accuracy:  95.570 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 020 | Train Loss: 0.126 | Val. Loss: 0.206 | Val. Accuracy:  95.300 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 021 | Train Loss: 0.121 | Val. Loss: 0.214 | Val. Accuracy:  95.270 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 022 | Train Loss: 0.121 | Val. Loss: 0.217 | Val. Accuracy:  95.350 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 023 | Train Loss: 0.118 | Val. Loss: 0.197 | Val. Accuracy:  95.520 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 024 | Train Loss: 0.118 | Val. Loss: 0.223 | Val. Accuracy:  94.720 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 025 | Train Loss: 0.116 | Val. Loss: 0.231 | Val. Accuracy:  94.730 | offline updates:   0.000 | online udpates: 100.000 |
