| Epoch: 001 | Train Loss: 1.637 | Val. Loss: 1.627 | Val. Accuracy:  43.280 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 002 | Train Loss: 1.750 | Val. Loss: 1.948 | Val. Accuracy:  48.110 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 003 | Train Loss: 2.059 | Val. Loss: 1.997 | Val. Accuracy:  25.720 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 004 | Train Loss: 2.489 | Val. Loss: 2.674 | Val. Accuracy:  16.650 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 005 | Train Loss: 2.682 | Val. Loss: 6.045 | Val. Accuracy:  19.710 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 006 | Train Loss: 2.752 | Val. Loss: 2.627 | Val. Accuracy:  14.760 | offline updates:   0.071 | online udpates:  99.929 |
| Epoch: 007 | Train Loss: 2.846 | Val. Loss: 2.865 | Val. Accuracy:  13.990 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 008 | Train Loss: 3.077 | Val. Loss: 2.804 | Val. Accuracy:  15.340 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 009 | Train Loss: 2.651 | Val. Loss: 2.623 | Val. Accuracy:  12.860 | offline updates:   0.065 | online udpates:  99.935 |
| Epoch: 010 | Train Loss: 3.001 | Val. Loss: 3.717 | Val. Accuracy:  11.490 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 011 | Train Loss: 2.992 | Val. Loss: 2.744 | Val. Accuracy:  10.840 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 012 | Train Loss: 3.024 | Val. Loss: 2.652 | Val. Accuracy:  10.840 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 013 | Train Loss: 2.960 | Val. Loss: 2.466 | Val. Accuracy:  12.990 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 014 | Train Loss: 2.909 | Val. Loss: 3.279 | Val. Accuracy:  16.280 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 015 | Train Loss: 2.922 | Val. Loss: 3.058 | Val. Accuracy:  15.890 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 016 | Train Loss: 2.913 | Val. Loss: 2.690 | Val. Accuracy:  12.540 | offline updates:   0.377 | online udpates:  99.623 |
| Epoch: 017 | Train Loss: 3.017 | Val. Loss: 3.531 | Val. Accuracy:  14.510 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 018 | Train Loss: 2.892 | Val. Loss: 2.678 | Val. Accuracy:  11.870 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 019 | Train Loss: 2.948 | Val. Loss: 2.900 | Val. Accuracy:  13.650 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 020 | Train Loss: 2.958 | Val. Loss: 2.528 | Val. Accuracy:  15.990 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 021 | Train Loss: 2.857 | Val. Loss: 2.696 | Val. Accuracy:  15.080 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 022 | Train Loss: 2.876 | Val. Loss: 3.089 | Val. Accuracy:  15.060 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 023 | Train Loss: 2.906 | Val. Loss: 2.998 | Val. Accuracy:  15.370 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 024 | Train Loss: 2.858 | Val. Loss: 2.904 | Val. Accuracy:  11.610 | offline updates:   0.019 | online udpates:  99.981 |
| Epoch: 025 | Train Loss: 2.934 | Val. Loss: 3.072 | Val. Accuracy:   9.760 | offline updates:   0.000 | online udpates: 100.000 |
