| Epoch: 001 | Train Loss: 0.585 | Val. Loss: 0.375 | Val. Accuracy:  88.850 | offline updates:   3.323 | online udpates:  96.677 |
| Epoch: 002 | Train Loss: 0.381 | Val. Loss: 0.352 | Val. Accuracy:  89.740 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 003 | Train Loss: 0.359 | Val. Loss: 0.349 | Val. Accuracy:  89.280 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 004 | Train Loss: 0.348 | Val. Loss: 0.328 | Val. Accuracy:  90.520 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 005 | Train Loss: 0.340 | Val. Loss: 0.331 | Val. Accuracy:  89.890 | offline updates:   0.194 | online udpates:  99.806 |
| Epoch: 006 | Train Loss: 0.337 | Val. Loss: 0.324 | Val. Accuracy:  90.550 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 007 | Train Loss: 0.333 | Val. Loss: 0.348 | Val. Accuracy:  89.730 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 008 | Train Loss: 0.327 | Val. Loss: 0.321 | Val. Accuracy:  91.100 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 009 | Train Loss: 0.327 | Val. Loss: 0.331 | Val. Accuracy:  90.320 | offline updates:   0.345 | online udpates:  99.655 |
| Epoch: 010 | Train Loss: 0.324 | Val. Loss: 0.323 | Val. Accuracy:  90.750 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 011 | Train Loss: 0.323 | Val. Loss: 0.303 | Val. Accuracy:  91.090 | offline updates:   0.141 | online udpates:  99.859 |
| Epoch: 012 | Train Loss: 0.322 | Val. Loss: 0.329 | Val. Accuracy:  90.460 | offline updates:   0.073 | online udpates:  99.927 |
| Epoch: 013 | Train Loss: 0.325 | Val. Loss: 0.372 | Val. Accuracy:  89.590 | offline updates:   0.503 | online udpates:  99.497 |
| Epoch: 014 | Train Loss: 0.321 | Val. Loss: 0.315 | Val. Accuracy:  91.240 | offline updates:   4.098 | online udpates:  95.902 |
| Epoch: 015 | Train Loss: 0.318 | Val. Loss: 0.327 | Val. Accuracy:  90.640 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 016 | Train Loss: 0.318 | Val. Loss: 0.342 | Val. Accuracy:  90.370 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 017 | Train Loss: 0.314 | Val. Loss: 0.312 | Val. Accuracy:  91.630 | offline updates:   0.346 | online udpates:  99.654 |
| Epoch: 018 | Train Loss: 0.314 | Val. Loss: 0.325 | Val. Accuracy:  90.440 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 019 | Train Loss: 0.313 | Val. Loss: 0.379 | Val. Accuracy:  89.330 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 020 | Train Loss: 0.314 | Val. Loss: 0.316 | Val. Accuracy:  90.920 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 021 | Train Loss: 0.309 | Val. Loss: 0.308 | Val. Accuracy:  91.640 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 022 | Train Loss: 0.312 | Val. Loss: 0.333 | Val. Accuracy:  90.600 | offline updates:   0.154 | online udpates:  99.846 |
| Epoch: 023 | Train Loss: 0.311 | Val. Loss: 0.341 | Val. Accuracy:  90.530 | offline updates:   0.217 | online udpates:  99.783 |
| Epoch: 024 | Train Loss: 0.310 | Val. Loss: 0.338 | Val. Accuracy:  90.610 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 025 | Train Loss: 0.309 | Val. Loss: 0.349 | Val. Accuracy:  90.230 | offline updates:   0.000 | online udpates: 100.000 |
