| Epoch: 001 | Train Loss: 1.367 | Val. Loss: 0.734 | Val. Accuracy:  83.740 | offline updates:  36.750 | online udpates:  63.250 |
| Epoch: 002 | Train Loss: 0.561 | Val. Loss: 0.417 | Val. Accuracy:  89.030 | offline updates:  34.172 | online udpates:  65.828 |
| Epoch: 003 | Train Loss: 0.393 | Val. Loss: 0.343 | Val. Accuracy:  90.590 | offline updates:  27.960 | online udpates:  72.040 |
| Epoch: 004 | Train Loss: 0.339 | Val. Loss: 0.309 | Val. Accuracy:  91.340 | offline updates:  27.833 | online udpates:  72.167 |
| Epoch: 005 | Train Loss: 0.315 | Val. Loss: 0.295 | Val. Accuracy:  91.570 | offline updates:  26.894 | online udpates:  73.106 |
| Epoch: 006 | Train Loss: 0.301 | Val. Loss: 0.286 | Val. Accuracy:  91.700 | offline updates:  22.791 | online udpates:  77.209 |
| Epoch: 007 | Train Loss: 0.292 | Val. Loss: 0.282 | Val. Accuracy:  91.960 | offline updates:  24.907 | online udpates:  75.093 |
| Epoch: 008 | Train Loss: 0.286 | Val. Loss: 0.278 | Val. Accuracy:  92.130 | offline updates:  23.863 | online udpates:  76.137 |
| Epoch: 009 | Train Loss: 0.282 | Val. Loss: 0.278 | Val. Accuracy:  91.990 | offline updates:  23.572 | online udpates:  76.428 |
| Epoch: 010 | Train Loss: 0.278 | Val. Loss: 0.274 | Val. Accuracy:  92.130 | offline updates:  24.648 | online udpates:  75.352 |
| Epoch: 011 | Train Loss: 0.275 | Val. Loss: 0.277 | Val. Accuracy:  92.340 | offline updates:  21.724 | online udpates:  78.276 |
| Epoch: 012 | Train Loss: 0.272 | Val. Loss: 0.273 | Val. Accuracy:  92.100 | offline updates:  23.147 | online udpates:  76.853 |
| Epoch: 013 | Train Loss: 0.270 | Val. Loss: 0.275 | Val. Accuracy:  92.260 | offline updates:  21.447 | online udpates:  78.553 |
| Epoch: 014 | Train Loss: 0.268 | Val. Loss: 0.276 | Val. Accuracy:  92.160 | offline updates:  21.960 | online udpates:  78.040 |
| Epoch: 015 | Train Loss: 0.266 | Val. Loss: 0.271 | Val. Accuracy:  92.240 | offline updates:  25.356 | online udpates:  74.644 |
| Epoch: 016 | Train Loss: 0.265 | Val. Loss: 0.271 | Val. Accuracy:  92.260 | offline updates:  22.228 | online udpates:  77.772 |
| Epoch: 017 | Train Loss: 0.263 | Val. Loss: 0.270 | Val. Accuracy:  92.280 | offline updates:  25.209 | online udpates:  74.791 |
| Epoch: 018 | Train Loss: 0.262 | Val. Loss: 0.272 | Val. Accuracy:  92.250 | offline updates:  23.341 | online udpates:  76.659 |
| Epoch: 019 | Train Loss: 0.261 | Val. Loss: 0.274 | Val. Accuracy:  92.180 | offline updates:  21.725 | online udpates:  78.275 |
| Epoch: 020 | Train Loss: 0.260 | Val. Loss: 0.270 | Val. Accuracy:  92.340 | offline updates:  25.293 | online udpates:  74.707 |
| Epoch: 021 | Train Loss: 0.258 | Val. Loss: 0.268 | Val. Accuracy:  92.420 | offline updates:  21.432 | online udpates:  78.568 |
| Epoch: 022 | Train Loss: 0.258 | Val. Loss: 0.271 | Val. Accuracy:  92.370 | offline updates:  22.780 | online udpates:  77.220 |
| Epoch: 023 | Train Loss: 0.256 | Val. Loss: 0.268 | Val. Accuracy:  92.510 | offline updates:  21.955 | online udpates:  78.045 |
| Epoch: 024 | Train Loss: 0.256 | Val. Loss: 0.265 | Val. Accuracy:  92.640 | offline updates:  27.198 | online udpates:  72.802 |
| Epoch: 025 | Train Loss: 0.255 | Val. Loss: 0.267 | Val. Accuracy:  92.460 | offline updates:  24.345 | online udpates:  75.655 |
