| Epoch: 001 | Train Loss: 2.477 | Val. Loss: 6.004 | Val. Accuracy:  69.070 | offline updates:  31.147 | online udpates:  68.853 |
| Epoch: 002 | Train Loss: 2.794 | Val. Loss: 2.352 | Val. Accuracy:  87.220 | offline updates:  33.929 | online udpates:  66.071 |
| Epoch: 003 | Train Loss: 2.823 | Val. Loss: 3.520 | Val. Accuracy:  83.640 | offline updates:  32.682 | online udpates:  67.318 |
| Epoch: 004 | Train Loss: 2.879 | Val. Loss: 2.772 | Val. Accuracy:  86.890 | offline updates:  34.602 | online udpates:  65.398 |
| Epoch: 005 | Train Loss: 2.870 | Val. Loss: 2.759 | Val. Accuracy:  87.790 | offline updates:  30.863 | online udpates:  69.137 |
| Epoch: 006 | Train Loss: 2.903 | Val. Loss: 2.789 | Val. Accuracy:  87.620 | offline updates:  36.164 | online udpates:  63.836 |
| Epoch: 007 | Train Loss: 2.918 | Val. Loss: 2.244 | Val. Accuracy:  90.000 | offline updates:  34.728 | online udpates:  65.272 |
| Epoch: 008 | Train Loss: 2.840 | Val. Loss: 2.347 | Val. Accuracy:  90.080 | offline updates:  32.317 | online udpates:  67.683 |
| Epoch: 009 | Train Loss: 2.916 | Val. Loss: 3.447 | Val. Accuracy:  86.420 | offline updates:  34.499 | online udpates:  65.501 |
| Epoch: 010 | Train Loss: 2.794 | Val. Loss: 3.088 | Val. Accuracy:  87.610 | offline updates:  29.124 | online udpates:  70.876 |
| Epoch: 011 | Train Loss: 2.889 | Val. Loss: 2.598 | Val. Accuracy:  89.170 | offline updates:  34.128 | online udpates:  65.872 |
| Epoch: 012 | Train Loss: 2.963 | Val. Loss: 2.145 | Val. Accuracy:  90.760 | offline updates:  34.956 | online udpates:  65.044 |
| Epoch: 013 | Train Loss: 2.880 | Val. Loss: 5.261 | Val. Accuracy:  80.270 | offline updates:  33.714 | online udpates:  66.286 |
| Epoch: 014 | Train Loss: 2.959 | Val. Loss: 2.491 | Val. Accuracy:  90.760 | offline updates:  31.612 | online udpates:  68.388 |
| Epoch: 015 | Train Loss: 3.068 | Val. Loss: 3.816 | Val. Accuracy:  85.730 | offline updates:  36.938 | online udpates:  63.062 |
| Epoch: 016 | Train Loss: 3.001 | Val. Loss: 4.424 | Val. Accuracy:  83.940 | offline updates:  36.600 | online udpates:  63.400 |
| Epoch: 017 | Train Loss: 2.928 | Val. Loss: 2.839 | Val. Accuracy:  89.650 | offline updates:  35.855 | online udpates:  64.145 |
| Epoch: 018 | Train Loss: 2.943 | Val. Loss: 2.338 | Val. Accuracy:  91.320 | offline updates:  29.056 | online udpates:  70.944 |
| Epoch: 019 | Train Loss: 2.996 | Val. Loss: 3.396 | Val. Accuracy:  86.750 | offline updates:  33.405 | online udpates:  66.595 |
| Epoch: 020 | Train Loss: 3.062 | Val. Loss: 2.438 | Val. Accuracy:  90.820 | offline updates:  32.554 | online udpates:  67.446 |
| Epoch: 021 | Train Loss: 2.908 | Val. Loss: 2.599 | Val. Accuracy:  89.530 | offline updates:  34.125 | online udpates:  65.875 |
| Epoch: 022 | Train Loss: 2.983 | Val. Loss: 2.598 | Val. Accuracy:  89.850 | offline updates:  36.305 | online udpates:  63.695 |
| Epoch: 023 | Train Loss: 3.069 | Val. Loss: 4.840 | Val. Accuracy:  85.510 | offline updates:  37.913 | online udpates:  62.087 |
| Epoch: 024 | Train Loss: 2.944 | Val. Loss: 3.662 | Val. Accuracy:  86.300 | offline updates:  31.244 | online udpates:  68.756 |
| Epoch: 025 | Train Loss: 2.980 | Val. Loss: 3.287 | Val. Accuracy:  88.350 | offline updates:  31.142 | online udpates:  68.858 |
