| Epoch: 001 | Train Loss: 61.776 | Val. Loss: 29.227 | Val. Accuracy:  11.850 | offline updates:  35.552 | online udpates:  64.448 |
| Epoch: 002 | Train Loss: 24.293 | Val. Loss: 25.379 | Val. Accuracy:   9.820 | offline updates:  61.510 | online udpates:  38.490 |
| Epoch: 003 | Train Loss: 22.290 | Val. Loss: 18.396 | Val. Accuracy:  10.100 | offline updates:  64.052 | online udpates:  35.948 |
| Epoch: 004 | Train Loss: 23.020 | Val. Loss: 24.780 | Val. Accuracy:   9.580 | offline updates:  72.882 | online udpates:  27.118 |
| Epoch: 005 | Train Loss: 23.188 | Val. Loss: 23.616 | Val. Accuracy:  10.100 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 006 | Train Loss: 22.736 | Val. Loss: 25.564 | Val. Accuracy:  10.280 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 007 | Train Loss: 23.356 | Val. Loss: 19.814 | Val. Accuracy:   9.740 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 008 | Train Loss: 23.022 | Val. Loss: 29.345 | Val. Accuracy:  11.350 | offline updates:  72.638 | online udpates:  27.362 |
| Epoch: 009 | Train Loss: 23.190 | Val. Loss: 13.171 | Val. Accuracy:  11.350 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 010 | Train Loss: 22.685 | Val. Loss: 22.744 | Val. Accuracy:  10.320 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 011 | Train Loss: 22.924 | Val. Loss: 21.572 | Val. Accuracy:  11.350 | offline updates:  74.840 | online udpates:  25.160 |
| Epoch: 012 | Train Loss: 23.651 | Val. Loss: 20.558 | Val. Accuracy:  10.280 | offline updates:  65.874 | online udpates:  34.126 |
| Epoch: 013 | Train Loss: 23.489 | Val. Loss: 23.309 | Val. Accuracy:   8.920 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 014 | Train Loss: 22.682 | Val. Loss: 23.674 | Val. Accuracy:  10.110 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 015 | Train Loss: 25.956 | Val. Loss: 23.490 | Val. Accuracy:   8.920 | offline updates:  73.078 | online udpates:  26.922 |
| Epoch: 016 | Train Loss: 23.161 | Val. Loss: 19.676 | Val. Accuracy:   9.740 | offline updates:  75.171 | online udpates:  24.829 |
| Epoch: 017 | Train Loss: 23.061 | Val. Loss: 20.853 | Val. Accuracy:  10.320 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 018 | Train Loss: 23.110 | Val. Loss: 22.349 | Val. Accuracy:  10.320 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 019 | Train Loss: 22.541 | Val. Loss: 16.115 | Val. Accuracy:  10.100 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 020 | Train Loss: 23.303 | Val. Loss: 18.574 | Val. Accuracy:   9.820 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 021 | Train Loss: 23.181 | Val. Loss: 21.072 | Val. Accuracy:  10.090 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 022 | Train Loss: 23.008 | Val. Loss: 19.584 | Val. Accuracy:   9.820 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 023 | Train Loss: 23.171 | Val. Loss: 25.185 | Val. Accuracy:   8.920 | offline updates:  75.000 | online udpates:  25.000 |
| Epoch: 024 | Train Loss: 23.454 | Val. Loss: 25.536 | Val. Accuracy:   9.820 | offline updates:  72.946 | online udpates:  27.054 |
| Epoch: 025 | Train Loss: 23.107 | Val. Loss: 22.638 | Val. Accuracy:  10.090 | offline updates:  75.000 | online udpates:  25.000 |
